source,target,method_id,scope,held_out_group,metric,point_estimate,bootstrap_median,ci_lower_95,ci_upper_95,ci_width,fixed_draw_count,valid_draw_count,invalid_draw_count,valid_draw_fraction,original_metric_status
a1_3,success,B2,domain,assistantbench,ap_lift,0.017156862745098048,0.021367521367521375,-0.004464285714285712,0.0873015873015873,0.09176587301587301,10000,6694,3306,0.6694,ok
a1_3,success,B2,domain,visualwebarena,ap,0.7026547526547526,0.7526251526251526,0.4856643356643357,0.9901960784313726,0.5045317427670368,10000,9999,1,0.9999,ok
a1_3,success,B2,domain,visualwebarena,f1,0.7272727272727273,0.7272727272727273,0.42857142857142855,0.896551724137931,0.4679802955665025,10000,9999,1,0.9999,ok
a1_3,success,B2,domain,visualwebarena,ap_lift,0.20265475265475263,0.2317340067340068,0.09465273319405833,0.4681051587301586,0.3734524255361003,10000,9999,1,0.9999,ok
a1_3,success,B2,domain,webarena,ap,0.40679407687853664,0.42657070521667856,0.1936221997230907,0.7089426179087842,0.5153204181856935,10000,10000,0,1.0,ok
a1_3,success,B2,domain,webarena,f1,0.5633802816901409,0.5595698924731183,0.3018867924528302,0.7391453245979748,0.4372585321451446,10000,10000,0,1.0,ok
a1_3,success,B2,domain,webarena,ap_lift,0.10917502925948902,0.12154903964108069,-0.00023431005515200498,0.3540955327423752,0.3543298427975272,10000,10000,0,1.0,ok
a1_3,success,B2,domain,workarena,ap,0.7092995442055778,0.7199818705186704,0.26001692962286943,0.924796922298746,0.6647799926758766,10000,10000,0,1.0,ok
a1_3,success,B2,domain,workarena,f1,0.6046511627906976,0.5957446808510638,0.14814814814814814,0.8276108374384232,0.6794626892902751,10000,10000,0,1.0,ok
a1_3,success,B2,domain,workarena,ap_lift,0.3926328775389112,0.3806465696271888,0.06745869837190248,0.6201537779654589,0.5526950795935565,10000,10000,0,1.0,ok
a1_3,success,B3,domain,assistantbench,ap,0.25,0.375,0.12698412698412698,0.7142857142857143,0.5873015873015873,10000,6694,3306,0.6694,ok
a1_3,success,B3,domain,assistantbench,f1,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.4,0.24615384615384617,10000,6694,3306,0.6694,ok
a1_3,success,B3,domain,assistantbench,ap_lift,0.16666666666666669,0.20789473684210524,0.04365079365079365,0.5595238095238094,0.5158730158730158,10000,6694,3306,0.6694,ok
a1_3,success,B3,domain,visualwebarena,ap,0.37798833010166977,0.4088217338217338,0.2176702464202464,0.6403158631873801,0.4226456167671337,10000,9999,1,0.9999,ok
a1_3,success,B3,domain,visualwebarena,f1,0.6285714285714286,0.6285714285714286,0.4,0.8,0.4,10000,9999,1,0.9999,ok
a1_3,success,B3,domain,visualwebarena,ap_lift,-0.12201166989833023,-0.09681047688981126,-0.15544593097516482,0.05357142857142855,0.20901735954659337,10000,9999,1,0.9999,ok
a1_3,success,B3,domain,webarena,ap,0.3250774275674888,0.354231062780433,0.12825112597104488,0.6940630159810567,0.5658118900100118,10000,10000,0,1.0,ok
a1_3,success,B3,domain,webarena,f1,0.30434782608695654,0.2916666666666667,0.0,0.5833333333333334,0.5833333333333334,10000,10000,0,1.0,ok
a1_3,success,B3,domain,webarena,ap_lift,0.02745837994844119,0.04523665670396479,-0.08518778794367687,0.36353734092426365,0.4487251288679405,10000,10000,0,1.0,ok
a1_3,success,B3,domain,workarena,ap,0.7383617557735944,0.7681435671264896,0.26201167285095855,0.9725689524581149,0.7105572796071564,10000,10000,0,1.0,ok
a1_3,success,B3,domain,workarena,f1,0.4810126582278481,0.4810126582278481,0.23529411764705882,0.6813186813186813,0.4460245636716225,10000,10000,0,1.0,ok
a1_3,success,B3,domain,workarena,ap_lift,0.42169508910692777,0.4312704523597698,0.0874693830770668,0.6544507511122417,0.566981368035175,10000,10000,0,1.0,ok
a1_3,side_effect,B0,domain,assistantbench,ap,,,,,,10000,0,10000,0.0,original_single_class
a1_3,side_effect,B0,domain,assistantbench,f1,,,,,,10000,0,10000,0.0,original_single_class
a1_3,side_effect,B0,domain,assistantbench,ap_lift,,,,,,10000,0,10000,0.0,original_single_class
a1_3,side_effect,B0,domain,visualwebarena,ap,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.20833333333333334,0.16666666666666669,10000,9056,944,0.9056,ok
a1_3,side_effect,B0,domain,visualwebarena,f1,0.0,0.0,0.0,0.0,0.0,10000,9056,944,0.9056,ok
a1_3,side_effect,B0,domain,visualwebarena,ap_lift,0.0,0.0,0.0,0.0,0.0,10000,9056,944,0.9056,ok
a1_3,side_effect,B0,domain,webarena,ap,0.09195402298850575,0.09090909090909091,0.011363636363636364,0.2,0.18863636363636366,10000,9869,131,0.9869,ok
a1_3,side_effect,B0,domain,webarena,f1,0.0,0.0,0.0,0.0,0.0,10000,9869,131,0.9869,ok
a1_3,side_effect,B0,domain,webarena,ap_lift,0.0,0.0,0.0,0.0,0.0,10000,9869,131,0.9869,ok
a1_3,side_effect,B0,domain,workarena,ap,0.03333333333333333,0.03333333333333333,0.016666666666666666,0.08333333333333333,0.06666666666666667,10000,8814,1186,0.8814,ok
a1_3,side_effect,B0,domain,workarena,f1,0.0,0.0,0.0,0.0,0.0,10000,8814,1186,0.8814,ok
a1_3,side_effect,B0,domain,workarena,ap_lift,0.0,0.0,0.0,0.0,0.0,10000,8814,1186,0.8814,ok
a1_3,side_effect,B1,domain,assistantbench,ap,,,,,,10000,0,10000,0.0,original_single_class
a1_3,side_effect,B1,domain,assistantbench,f1,,,,,,10000,0,10000,0.0,original_single_class
a1_3,side_effect,B1,domain,assistantbench,ap_lift,,,,,,10000,0,10000,0.0,original_single_class
a1_3,side_effect,B1,domain,visualwebarena,ap,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.20833333333333334,0.16666666666666669,10000,9056,944,0.9056,ok
a1_3,side_effect,B1,domain,visualwebarena,f1,0.15384615384615385,0.15384615384615385,0.08,0.3448275862068966,0.26482758620689656,10000,9056,944,0.9056,ok
a1_3,side_effect,B1,domain,visualwebarena,ap_lift,0.0,0.0,0.0,0.0,0.0,10000,9056,944,0.9056,ok
a1_3,side_effect,B1,domain,webarena,ap,0.09195402298850575,0.09090909090909091,0.011363636363636364,0.2,0.18863636363636366,10000,9869,131,0.9869,ok
a1_3,side_effect,B1,domain,webarena,f1,0.0,0.0,0.0,0.0,0.0,10000,9869,131,0.9869,ok
a1_3,side_effect,B1,domain,webarena,ap_lift,0.0,0.0,0.0,0.0,0.0,10000,9869,131,0.9869,ok
a1_3,side_effect,B1,domain,workarena,ap,0.03333333333333333,0.03333333333333333,0.016666666666666666,0.08333333333333333,0.06666666666666667,10000,8814,1186,0.8814,ok
a1_3,side_effect,B1,domain,workarena,f1,0.06451612903225806,0.06451612903225806,0.03278688524590164,0.15384615384615385,0.1210592686002522,10000,8814,1186,0.8814,ok
a1_3,side_effect,B1,domain,workarena,ap_lift,0.0,0.0,0.0,0.0,0.0,10000,8814,1186,0.8814,ok
a1_3,side_effect,B2,domain,assistantbench,ap,,,,,,10000,0,10000,0.0,original_single_class
a1_3,side_effect,B2,domain,assistantbench,f1,,,,,,10000,0,10000,0.0,original_single_class
a1_3,side_effect,B2,domain,assistantbench,ap_lift,,,,,,10000,0,10000,0.0,original_single_class
a1_3,side_effect,B2,domain,visualwebarena,ap,0.08095238095238094,0.09109311740890688,0.041666666666666664,0.28095238095238095,0.2392857142857143,10000,9056,944,0.9056,ok
a1_3,side_effect,B2,domain,visualwebarena,f1,0.15384615384615385,0.15384615384615385,0.08,0.3448275862068966,0.26482758620689656,10000,9056,944,0.9056,ok
a1_3,side_effect,B2,domain,visualwebarena,ap_lift,-0.0023809523809523864,0.008333333333333338,-0.014233954451345746,0.11833333333333332,0.13256728778467908,10000,9056,944,0.9056,ok
a1_3,side_effect,B2,domain,webarena,ap,0.0698806142062362,0.0732612677888808,0.017543859649122806,0.17586434699359146,0.15832048734446866,10000,9869,131,0.9869,ok
a1_3,side_effect,B2,domain,webarena,f1,0.05555555555555555,0.05263157894736842,0.0,0.16666666666666666,0.16666666666666666,10000,9869,131,0.9869,ok
a1_3,side_effect,B2,domain,webarena,ap_lift,-0.022073408782269544,-0.013790537023048811,-0.045431551688999414,0.017503471053336658,0.06293502274233607,10000,9869,131,0.9869,ok
a1_3,side_effect,B2,domain,workarena,ap,0.030495831505046072,0.037037037037037035,0.01818181818181818,0.0911978221415608,0.07301600395974261,10000,8814,1186,0.8814,ok
a1_3,side_effect,B2,domain,workarena,f1,0.0,0.0,0.0,0.0,0.0,10000,8814,1186,0.8814,ok
a1_3,side_effect,B2,domain,workarena,ap_lift,-0.002837501828287261,0.0025641025641025654,-0.007142857142857145,0.024999999999999994,0.03214285714285714,10000,8814,1186,0.8814,ok
a1_3,side_effect,B3,domain,assistantbench,ap,,,,,,10000,0,10000,0.0,original_single_class
a1_3,side_effect,B3,domain,assistantbench,f1,,,,,,10000,0,10000,0.0,original_single_class
a1_3,side_effect,B3,domain,assistantbench,ap_lift,,,,,,10000,0,10000,0.0,original_single_class
a1_3,side_effect,B3,domain,visualwebarena,ap,0.1534090909090909,0.2,0.07142857142857142,0.5,0.4285714285714286,10000,9056,944,0.9056,ok
a1_3,side_effect,B3,domain,visualwebarena,f1,0.18181818181818182,0.18181818181818182,0.0,0.47058823529411764,0.47058823529411764,10000,9056,944,0.9056,ok
a1_3,side_effect,B3,domain,visualwebarena,ap_lift,0.07007575757575758,0.09848484848484848,0.014880952380952384,0.4166666666666667,0.4017857142857143,10000,9056,944,0.9056,ok
a1_3,side_effect,B3,domain,webarena,ap,0.13082732183792278,0.16666666666666666,0.039380301028628,0.55,0.510619698971372,10000,9869,131,0.9869,ok
a1_3,side_effect,B3,domain,webarena,f1,0.16842105263157894,0.16666666666666666,0.02247191011235955,0.3333333333333333,0.31086142322097376,10000,9869,131,0.9869,ok
a1_3,side_effect,B3,domain,webarena,ap_lift,0.03887329884941704,0.06073572824664522,-0.022219338334875015,0.49924242424242427,0.5214617625772993,10000,9869,131,0.9869,ok
a1_3,side_effect,B3,domain,workarena,ap,0.051587301587301584,0.060807072829131656,0.02564102564102564,0.14609800362976383,0.1204569779887382,10000,8814,1186,0.8814,ok
a1_3,side_effect,B3,domain,workarena,f1,0.0,0.0,0.0,0.0,0.0,10000,8814,1186,0.8814,ok
a1_3,side_effect,B3,domain,workarena,ap_lift,0.01825396825396825,0.02567229518449031,0.007407407407407411,0.08205741626794259,0.07465000886053519,10000,8814,1186,0.8814,ok
a1_3,looping,B0,domain,assistantbench,ap,0.4583333333333333,0.4583333333333333,0.25,0.625,0.375,10000,10000,0,1.0,ok
a1_3,looping,B0,domain,assistantbench,f1,0.0,0.0,0.0,0.0,0.0,10000,10000,0,1.0,ok
a1_3,looping,B0,domain,assistantbench,ap_lift,0.0,0.0,0.0,0.0,0.0,10000,10000,0,1.0,ok
a1_3,looping,B0,domain,visualwebarena,ap,0.2916666666666667,0.2916666666666667,0.125,0.4583333333333333,0.3333333333333333,10000,9996,4,0.9996,ok
a1_3,looping,B0,domain,visualwebarena,f1,0.0,0.0,0.0,0.0,0.0,10000,9996,4,0.9996,ok
a1_3,looping,B0,domain,visualwebarena,ap_lift,0.0,0.0,0.0,0.0,0.0,10000,9996,4,0.9996,ok
a1_3,looping,B0,domain,webarena,ap,0.42045454545454547,0.42045454545454547,0.2727272727272727,0.5681818181818182,0.2954545454545455,10000,10000,0,1.0,ok
a1_3,looping,B0,domain,webarena,f1,0.592,0.592,0.42857142857142855,0.7246376811594203,0.29606625258799174,10000,10000,0,1.0,ok
a1_3,looping,B0,domain,webarena,ap_lift,0.0,0.0,0.0,0.0,0.0,10000,10000,0,1.0,ok
a1_3,looping,B0,domain,workarena,ap,0.6166666666666667,0.6166666666666667,0.4166666666666667,0.8,0.38333333333333336,10000,10000,0,1.0,ok
a1_3,looping,B0,domain,workarena,f1,0.0,0.0,0.0,0.0,0.0,10000,10000,0,1.0,ok
a1_3,looping,B0,domain,workarena,ap_lift,0.0,0.0,0.0,0.0,0.0,10000,10000,0,1.0,ok
a1_3,looping,B1,domain,assistantbench,ap,0.4583333333333333,0.4583333333333333,0.25,0.625,0.375,10000,10000,0,1.0,ok
a1_3,looping,B1,domain,assistantbench,f1,0.6285714285714286,0.6285714285714286,0.4,0.7692307692307693,0.36923076923076925,10000,10000,0,1.0,ok
a1_3,looping,B1,domain,assistantbench,ap_lift,0.0,0.0,0.0,0.0,0.0,10000,10000,0,1.0,ok
a1_3,looping,B1,domain,visualwebarena,ap,0.2916666666666667,0.2916666666666667,0.125,0.4583333333333333,0.3333333333333333,10000,9996,4,0.9996,ok
a1_3,looping,B1,domain,visualwebarena,f1,0.45161290322580644,0.45161290322580644,0.2222222222222222,0.6285714285714286,0.40634920634920635,10000,9996,4,0.9996,ok
a1_3,looping,B1,domain,visualwebarena,ap_lift,0.0,0.0,0.0,0.0,0.0,10000,9996,4,0.9996,ok
a1_3,looping,B1,domain,webarena,ap,0.42045454545454547,0.42045454545454547,0.2727272727272727,0.5681818181818182,0.2954545454545455,10000,10000,0,1.0,ok
a1_3,looping,B1,domain,webarena,f1,0.592,0.592,0.42857142857142855,0.7246376811594203,0.29606625258799174,10000,10000,0,1.0,ok
a1_3,looping,B1,domain,webarena,ap_lift,0.0,0.0,0.0,0.0,0.0,10000,10000,0,1.0,ok
a1_3,looping,B1,domain,workarena,ap,0.6166666666666667,0.6166666666666667,0.4166666666666667,0.8,0.38333333333333336,10000,10000,0,1.0,ok
a1_3,looping,B1,domain,workarena,f1,0.7628865979381443,0.7628865979381443,0.5882352941176471,0.8888888888888888,0.30065359477124176,10000,10000,0,1.0,ok
a1_3,looping,B1,domain,workarena,ap_lift,0.0,0.0,0.0,0.0,0.0,10000,10000,0,1.0,ok
a1_3,looping,B2,domain,assistantbench,ap,0.7880637039727949,0.8116522366522365,0.5118274582560296,1.0,0.4881725417439704,10000,10000,0,1.0,ok
a1_3,looping,B2,domain,assistantbench,f1,0.8695652173913043,0.8695652173913043,0.6666666666666666,0.9655172413793104,0.29885057471264376,10000,10000,0,1.0,ok
a1_3,looping,B2,domain,assistantbench,ap_lift,0.3297303706394616,0.3458333333333334,0.22968460111317252,0.47149378399378383,0.24180918288061132,10000,10000,0,1.0,ok
a1_3,looping,B2,domain,visualwebarena,ap,0.9240362811791383,0.9564393939393939,0.8071428571428572,1.0,0.19285714285714284,10000,9996,4,0.9996,ok
a1_3,looping,B2,domain,visualwebarena,f1,0.8,0.8,0.7,0.9333333333333333,0.2333333333333334,10000,9996,4,0.9996,ok
a1_3,looping,B2,domain,visualwebarena,ap_lift,0.6323696145124715,0.6448412698412698,0.4480519480519481,0.875,0.4269480519480519,10000,9996,4,0.9996,ok
a1_3,looping,B2,domain,webarena,ap,0.9204878785763813,0.9265645652765915,0.7973356505401011,0.9966753061265256,0.1993396555864244,10000,10000,0,1.0,ok
a1_3,looping,B2,domain,webarena,f1,0.8860759493670886,0.8863636363636364,0.7837544065804936,0.9629629629629629,0.17920855638246935,10000,10000,0,1.0,ok
a1_3,looping,B2,domain,webarena,ap_lift,0.5000333331218358,0.49636310748385193,0.3689318784598078,0.6354350585680232,0.2665031801082154,10000,10000,0,1.0,ok
a1_3,looping,B2,domain,workarena,ap,0.7707773288239805,0.7890429374158601,0.591534143268046,0.9844122262154431,0.3928780829473971,10000,10000,0,1.0,ok
a1_3,looping,B2,domain,workarena,f1,0.9024390243902439,0.9047619047619048,0.8131868131868132,0.970873786407767,0.15768697322095382,10000,10000,0,1.0,ok
a1_3,looping,B2,domain,workarena,ap_lift,0.15411066215731384,0.1597834649511064,-0.0067789611070911155,0.3882579579587073,0.39503691906579846,10000,10000,0,1.0,ok
a1_3,looping,B3,domain,assistantbench,ap,0.8604630437634391,0.8784672118005452,0.5075808249721293,0.9952380952380953,0.48765727026596595,10000,10000,0,1.0,ok
a1_3,looping,B3,domain,assistantbench,f1,0.6285714285714286,0.6285714285714286,0.4,0.7692307692307693,0.36923076923076925,10000,10000,0,1.0,ok
a1_3,looping,B3,domain,assistantbench,ap_lift,0.40212971043010576,0.3928571428571428,0.19116097031698048,0.5274583206648423,0.33629735034786185,10000,10000,0,1.0,ok
a1_3,looping,B3,domain,visualwebarena,ap,0.6143790849673202,0.6396694214876034,0.29166666666666663,0.9234006734006733,0.6317340067340067,10000,9996,4,0.9996,ok
a1_3,looping,B3,domain,visualwebarena,f1,0.5833333333333334,0.5882352941176471,0.3333333333333333,0.75,0.4166666666666667,10000,9996,4,0.9996,ok
a1_3,looping,B3,domain,visualwebarena,ap_lift,0.3227124183006535,0.32678730583142346,0.1004901960784314,0.6325757575757576,0.5320855614973261,10000,9996,4,0.9996,ok
a1_3,looping,B3,domain,webarena,ap,0.5769620326756502,0.5979143989138238,0.37221279829675963,0.8219526837258705,0.44973988542911086,10000,10000,0,1.0,ok
a1_3,looping,B3,domain,webarena,f1,0.5486725663716814,0.5454545454545454,0.3711149293623521,0.703125,0.3320100706376479,10000,10000,0,1.0,ok
a1_3,looping,B3,domain,webarena,ap_lift,0.1565074872211047,0.17097151012678086,0.013603000978281016,0.365913351404185,0.352310350425904,10000,10000,0,1.0,ok
a1_3,looping,B3,domain,workarena,ap,0.7649850371436717,0.7842515951893468,0.6135284584120497,0.925819642225656,0.3122911838136063,10000,10000,0,1.0,ok
a1_3,looping,B3,domain,workarena,f1,0.7628865979381443,0.7628865979381443,0.5882352941176471,0.8888888888888888,0.30065359477124176,10000,10000,0,1.0,ok
a1_3,looping,B3,domain,workarena,ap_lift,0.14831837047700502,0.15408526904666958,-0.01282909931890665,0.36526509678764024,0.3780941961065469,10000,10000,0,1.0,ok
a1_5,success,S0_full13,domain,assistantbench,ap,0.10049019607843138,0.11666666666666667,0.08095238095238094,0.33636363636363636,0.2554112554112554,10000,6694,3306,0.6694,ok
a1_5,success,S0_full13,domain,assistantbench,f1,0.17391304347826086,0.19047619047619047,0.15384615384615385,0.4444444444444444,0.29059829059829057,10000,6694,3306,0.6694,ok
a1_5,success,S0_full13,domain,assistantbench,ap_lift,0.017156862745098048,0.021367521367521375,-0.004464285714285712,0.0873015873015873,0.09176587301587301,10000,6694,3306,0.6694,ok
a1_5,success,S0_full13,domain,visualwebarena,ap,0.7026547526547526,0.7526251526251526,0.4856643356643357,0.9901960784313726,0.5045317427670368,10000,9999,1,0.9999,ok
a1_5,success,S0_full13,domain,visualwebarena,f1,0.7272727272727273,0.7272727272727273,0.42857142857142855,0.896551724137931,0.4679802955665025,10000,9999,1,0.9999,ok
a1_5,success,S0_full13,domain,visualwebarena,ap_lift,0.20265475265475263,0.2317340067340068,0.09465273319405833,0.4681051587301586,0.3734524255361003,10000,9999,1,0.9999,ok
a1_5,success,S0_full13,domain,webarena,ap,0.40679407687853664,0.42657070521667856,0.1936221997230907,0.7089426179087842,0.5153204181856935,10000,10000,0,1.0,ok
a1_5,success,S0_full13,domain,webarena,f1,0.5633802816901409,0.5595698924731183,0.3018867924528302,0.7391453245979748,0.4372585321451446,10000,10000,0,1.0,ok
a1_5,success,S0_full13,domain,webarena,ap_lift,0.10917502925948902,0.12154903964108069,-0.00023431005515200498,0.3540955327423752,0.3543298427975272,10000,10000,0,1.0,ok
a1_5,success,S0_full13,domain,workarena,ap,0.7092995442055778,0.7199818705186704,0.26001692962286943,0.924796922298746,0.6647799926758766,10000,10000,0,1.0,ok
a1_5,success,S0_full13,domain,workarena,f1,0.6046511627906976,0.5957446808510638,0.14814814814814814,0.8276108374384232,0.6794626892902751,10000,10000,0,1.0,ok
a1_5,success,S0_full13,domain,workarena,ap_lift,0.3926328775389112,0.3806465696271888,0.06745869837190248,0.6201537779654589,0.5526950795935565,10000,10000,0,1.0,ok
a1_5,success,S1_no_termination,domain,assistantbench,ap,0.3269230769230769,0.4666666666666667,0.20192307692307693,0.7142857142857143,0.5123626373626373,10000,6694,3306,0.6694,ok
a1_5,success,S1_no_termination,domain,assistantbench,f1,0.25,0.2857142857142857,0.21052631578947367,0.6,0.3894736842105263,10000,6694,3306,0.6694,ok
a1_5,success,S1_no_termination,domain,assistantbench,ap_lift,0.2435897435897436,0.30000000000000004,0.1185897435897436,0.5166666666666666,0.398076923076923,10000,6694,3306,0.6694,ok
a1_5,success,S1_no_termination,domain,visualwebarena,ap,0.6807543763426116,0.7323680241327301,0.4692857142857143,0.9667198539334763,0.49743413964776195,10000,9999,1,0.9999,ok
a1_5,success,S1_no_termination,domain,visualwebarena,f1,0.8148148148148148,0.8148148148148148,0.625,0.9285714285714286,0.3035714285714286,10000,9999,1,0.9999,ok
a1_5,success,S1_no_termination,domain,visualwebarena,ap_lift,0.1807543763426116,0.21425283400073303,0.09156525573192241,0.43685249935249937,0.34528724362057694,10000,9999,1,0.9999,ok
a1_5,success,S1_no_termination,domain,webarena,ap,0.3879671033941039,0.40603659310557433,0.19300985305742926,0.6477630492581016,0.45475319620067234,10000,10000,0,1.0,ok
a1_5,success,S1_no_termination,domain,webarena,f1,0.5555555555555556,0.5517241379310345,0.3,0.7297297297297297,0.4297297297297297,10000,10000,0,1.0,ok
a1_5,success,S1_no_termination,domain,webarena,ap_lift,0.09034805577505628,0.10354261030928551,-0.004835692466153293,0.2883383898360305,0.2931740823021838,10000,10000,0,1.0,ok
a1_5,success,S1_no_termination,domain,workarena,ap,0.6769875151990687,0.6884094398726651,0.25665522569368027,0.9031833179534152,0.646528092259735,10000,10000,0,1.0,ok
a1_5,success,S1_no_termination,domain,workarena,f1,0.48484848484848486,0.47368421052631576,0.0,0.75,0.75,10000,10000,0,1.0,ok
a1_5,success,S1_no_termination,domain,workarena,ap_lift,0.3603208485324021,0.3517034105631833,0.060782236046899155,0.583853172834934,0.5230709367880348,10000,10000,0,1.0,ok
a1_5,success,S2_no_repetition,domain,assistantbench,ap,0.10427807486631016,0.11805555555555555,0.08571428571428572,0.3875,0.3017857142857143,10000,6694,3306,0.6694,ok
a1_5,success,S2_no_repetition,domain,assistantbench,f1,0.18181818181818182,0.2,0.16,0.46153846153846156,0.30153846153846153,10000,6694,3306,0.6694,ok
a1_5,success,S2_no_repetition,domain,assistantbench,ap_lift,0.020944741532976832,0.029166666666666674,0.0023809523809523864,0.12719298245614036,0.12481203007518797,10000,6694,3306,0.6694,ok
a1_5,success,S2_no_repetition,domain,visualwebarena,ap,0.7068214193214193,0.7563557847381376,0.4857142857142857,0.9999999999999998,0.514285714285714,10000,9999,1,0.9999,ok
a1_5,success,S2_no_repetition,domain,visualwebarena,f1,0.8888888888888888,0.8888888888888888,0.7058823529411765,0.975609756097561,0.26972740315638444,10000,9999,1,0.9999,ok
a1_5,success,S2_no_repetition,domain,visualwebarena,ap_lift,0.2068214193214193,0.23499000999000996,0.09736689564760496,0.46998015873015664,0.37261326308255166,10000,9999,1,0.9999,ok
a1_5,success,S2_no_repetition,domain,webarena,ap,0.40283057212872797,0.42053266987800575,0.19339287564998464,0.6928552696087651,0.49946239395878045,10000,10000,0,1.0,ok
a1_5,success,S2_no_repetition,domain,webarena,f1,0.5625,0.5588235294117647,0.3030017152658662,0.7384615384615385,0.4354598231956723,10000,10000,0,1.0,ok
a1_5,success,S2_no_repetition,domain,webarena,ap_lift,0.10521152450968035,0.11569543271240025,7.790376714967589e-05,0.3363204252385888,0.3362425214714391,10000,10000,0,1.0,ok
a1_5,success,S2_no_repetition,domain,workarena,ap,0.8054751299844964,0.8170276107076688,0.35889126353809336,0.9687667926084569,0.6098755290703635,10000,10000,0,1.0,ok
a1_5,success,S2_no_repetition,domain,workarena,f1,0.5714285714285714,0.5641025641025641,0.0,0.8421052631578947,0.8421052631578947,10000,10000,0,1.0,ok
a1_5,success,S2_no_repetition,domain,workarena,ap_lift,0.4888084633178298,0.472643953409478,0.1761339612632716,0.6813601127554616,0.50522615149219,10000,10000,0,1.0,ok
a1_5,success,S3_no_activity_volume,domain,assistantbench,ap,0.5833333333333334,0.6,0.5666666666666667,0.7307692307692308,0.16410256410256419,10000,6694,3306,0.6694,ok
