artifact_id,artifact_path,location_kind,source_artifact,source_row_key,source_field,exact_value,display_value,format_rule,evidence_status
Table4_Benchmark_Heterogeneity,paper/tables/Table4_Benchmark_Heterogeneity.md,table,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,target=Success|benchmark=assistantbench,AP,0.35664286093142478,0.357,predictive_metric_3_decimal_places,DESCRIPTIVE_ONLY
Table4_Benchmark_Heterogeneity,paper/tables/Table4_Benchmark_Heterogeneity.md,table,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,target=Success|benchmark=assistantbench,F1,0.3125,0.313,predictive_metric_3_decimal_places,DESCRIPTIVE_ONLY
Table4_Benchmark_Heterogeneity,paper/tables/Table4_Benchmark_Heterogeneity.md,table,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,target=Success|benchmark=visualwebarena,AP,0.65371377322575641,0.654,predictive_metric_3_decimal_places,DESCRIPTIVE_ONLY
Table4_Benchmark_Heterogeneity,paper/tables/Table4_Benchmark_Heterogeneity.md,table,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,target=Success|benchmark=visualwebarena,F1,0.65536723163841804,0.655,predictive_metric_3_decimal_places,DESCRIPTIVE_ONLY
Table4_Benchmark_Heterogeneity,paper/tables/Table4_Benchmark_Heterogeneity.md,table,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,target=Success|benchmark=webarena,AP,0.64238981349837865,0.642,predictive_metric_3_decimal_places,DESCRIPTIVE_ONLY
Table4_Benchmark_Heterogeneity,paper/tables/Table4_Benchmark_Heterogeneity.md,table,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,target=Success|benchmark=webarena,F1,0.69201520912547532,0.692,predictive_metric_3_decimal_places,DESCRIPTIVE_ONLY
Table4_Benchmark_Heterogeneity,paper/tables/Table4_Benchmark_Heterogeneity.md,table,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,target=Success|benchmark=workarena,AP,0.67478249870682472,0.675,predictive_metric_3_decimal_places,DESCRIPTIVE_ONLY
Table4_Benchmark_Heterogeneity,paper/tables/Table4_Benchmark_Heterogeneity.md,table,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,target=Success|benchmark=workarena,F1,0.76136363636363635,0.761,predictive_metric_3_decimal_places,DESCRIPTIVE_ONLY
Table4_Benchmark_Heterogeneity,paper/tables/Table4_Benchmark_Heterogeneity.md,table,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,target=Looping|benchmark=assistantbench,AP,0.71268539178793511,0.713,predictive_metric_3_decimal_places,DESCRIPTIVE_ONLY
Table4_Benchmark_Heterogeneity,paper/tables/Table4_Benchmark_Heterogeneity.md,table,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,target=Looping|benchmark=assistantbench,F1,0.77358490566037741,0.774,predictive_metric_3_decimal_places,DESCRIPTIVE_ONLY
Table4_Benchmark_Heterogeneity,paper/tables/Table4_Benchmark_Heterogeneity.md,table,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,target=Looping|benchmark=visualwebarena,AP,0.86925485267751856,0.869,predictive_metric_3_decimal_places,DESCRIPTIVE_ONLY
Table4_Benchmark_Heterogeneity,paper/tables/Table4_Benchmark_Heterogeneity.md,table,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,target=Looping|benchmark=visualwebarena,F1,0.86346863468634683,0.863,predictive_metric_3_decimal_places,DESCRIPTIVE_ONLY
Table4_Benchmark_Heterogeneity,paper/tables/Table4_Benchmark_Heterogeneity.md,table,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,target=Looping|benchmark=webarena,AP,0.93054123427050739,0.931,predictive_metric_3_decimal_places,DESCRIPTIVE_ONLY
Table4_Benchmark_Heterogeneity,paper/tables/Table4_Benchmark_Heterogeneity.md,table,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,target=Looping|benchmark=webarena,F1,0.8529411764705882,0.853,predictive_metric_3_decimal_places,DESCRIPTIVE_ONLY
Table4_Benchmark_Heterogeneity,paper/tables/Table4_Benchmark_Heterogeneity.md,table,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,target=Looping|benchmark=workarena,AP,0.96316920731113065,0.963,predictive_metric_3_decimal_places,DESCRIPTIVE_ONLY
Table4_Benchmark_Heterogeneity,paper/tables/Table4_Benchmark_Heterogeneity.md,table,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,target=Looping|benchmark=workarena,F1,0.90879478827361559,0.909,predictive_metric_3_decimal_places,DESCRIPTIVE_ONLY
Table4_Benchmark_Heterogeneity,paper/tables/Table4_Benchmark_Heterogeneity.md,table,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,target=Side Effect|benchmark=assistantbench,AP,0.044366133550194274,0.044,predictive_metric_3_decimal_places,DESCRIPTIVE_ONLY
Table4_Benchmark_Heterogeneity,paper/tables/Table4_Benchmark_Heterogeneity.md,table,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,target=Side Effect|benchmark=assistantbench,F1,0,0.000,predictive_metric_3_decimal_places,DESCRIPTIVE_ONLY
Table4_Benchmark_Heterogeneity,paper/tables/Table4_Benchmark_Heterogeneity.md,table,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,target=Side Effect|benchmark=visualwebarena,AP,0.13641754238732393,0.136,predictive_metric_3_decimal_places,DESCRIPTIVE_ONLY
Table4_Benchmark_Heterogeneity,paper/tables/Table4_Benchmark_Heterogeneity.md,table,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,target=Side Effect|benchmark=visualwebarena,F1,0.19858156028368795,0.199,predictive_metric_3_decimal_places,DESCRIPTIVE_ONLY
Table4_Benchmark_Heterogeneity,paper/tables/Table4_Benchmark_Heterogeneity.md,table,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,target=Side Effect|benchmark=webarena,AP,0.10240745247563374,0.102,predictive_metric_3_decimal_places,DESCRIPTIVE_ONLY
Table4_Benchmark_Heterogeneity,paper/tables/Table4_Benchmark_Heterogeneity.md,table,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,target=Side Effect|benchmark=webarena,F1,0.15384615384615385,0.154,predictive_metric_3_decimal_places,DESCRIPTIVE_ONLY
Table4_Benchmark_Heterogeneity,paper/tables/Table4_Benchmark_Heterogeneity.md,table,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,target=Side Effect|benchmark=workarena,AP,0.11650994453207834,0.117,predictive_metric_3_decimal_places,DESCRIPTIVE_ONLY
Table4_Benchmark_Heterogeneity,paper/tables/Table4_Benchmark_Heterogeneity.md,table,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,target=Side Effect|benchmark=workarena,F1,0.11428571428571428,0.114,predictive_metric_3_decimal_places,DESCRIPTIVE_ONLY
Table5_Interpretability_Failure_Summary,paper/tables/Table5_Interpretability_Failure_Summary.md,table,artifacts/a2_3_table_5_interpretability_error_summary.csv,target=success,top_structural_signals:observation_char_count_total,-2.2036341198743488,-2.204,coefficient_3_decimal_places,DEV_ONLY;POST_FREEZE_DIAGNOSTIC;POST_FREEZE_DESCRIPTIVE
Table5_Interpretability_Failure_Summary,paper/tables/Table5_Interpretability_Failure_Summary.md,table,artifacts/a2_3_table_5_interpretability_error_summary.csv,target=success,top_structural_signals:observation_char_count_mean_nonempty,1.8794611945779307,1.879,coefficient_3_decimal_places,DEV_ONLY;POST_FREEZE_DIAGNOSTIC;POST_FREEZE_DESCRIPTIVE
Table5_Interpretability_Failure_Summary,paper/tables/Table5_Interpretability_Failure_Summary.md,table,artifacts/a2_3_table_5_interpretability_error_summary.csv,target=success,top_structural_signals:action_char_count_total,0.7322218588981673,0.732,coefficient_3_decimal_places,DEV_ONLY;POST_FREEZE_DIAGNOSTIC;POST_FREEZE_DESCRIPTIVE
Table5_Interpretability_Failure_Summary,paper/tables/Table5_Interpretability_Failure_Summary.md,table,artifacts/a2_3_table_5_interpretability_error_summary.csv,target=success,top_structural_signals:has_explicit_termination_signal,-0.6098788036976219,-0.610,coefficient_3_decimal_places,DEV_ONLY;POST_FREEZE_DIAGNOSTIC;POST_FREEZE_DESCRIPTIVE
Table5_Interpretability_Failure_Summary,paper/tables/Table5_Interpretability_Failure_Summary.md,table,artifacts/a2_3_table_5_interpretability_error_summary.csv,target=success,top_structural_signals:unique_action_ratio,0.5203365042865755,0.520,coefficient_3_decimal_places,DEV_ONLY;POST_FREEZE_DIAGNOSTIC;POST_FREEZE_DESCRIPTIVE
Table5_Interpretability_Failure_Summary,paper/tables/Table5_Interpretability_Failure_Summary.md,table,artifacts/a2_3_table_5_interpretability_error_summary.csv,target=success,metadata_AP,0.3705913858043187,0.371,predictive_metric_3_decimal_places,DEV_ONLY;POST_FREEZE_DIAGNOSTIC;POST_FREEZE_DESCRIPTIVE
Table5_Interpretability_Failure_Summary,paper/tables/Table5_Interpretability_Failure_Summary.md,table,artifacts/a2_3_table_5_interpretability_error_summary.csv,target=success,metadata_AP_lift,0.0685080524709854,0.069,predictive_metric_3_decimal_places,DEV_ONLY;POST_FREEZE_DIAGNOSTIC;POST_FREEZE_DESCRIPTIVE
