target,b4_macro_ap,b4_macro_f1,b4_macro_ap_lift,b4_pooled_ap,b4_pooled_f1,b4_pooled_ap_lift,b2_macro_ap,b2_macro_f1,b4_minus_b2_macro_ap,b4_minus_b2_macro_f1,b2_pooled_ap,b2_pooled_f1,b4_minus_b2_pooled_ap,b4_minus_b2_pooled_f1,b3_macro_ap,b3_macro_f1,b4_minus_b3_macro_ap,b4_minus_b3_macro_f1,b3_pooled_ap,b3_pooled_f1,b4_minus_b3_pooled_ap,b4_minus_b3_pooled_f1
success,0.5445250857614568,0.407043407043407,0.2451203238566948,0.4973061585323725,0.5070422535211268,0.19522282519903916,0.4798096424543246,0.5173043038079567,0.06471544330713214,-0.11026089676454964,0.4613633573666999,0.5408805031446541,0.035942801165672555,-0.03383824962352733,0.42285687836068825,0.39194451668309677,0.1216682074007685,0.015098890360310258,0.2979471273821883,0.41935483870967744,0.19935903115018416,0.08768741481144932
side_effect,0.14653246891260335,0.1306671697164057,0.07699223902754587,0.10023091746107538,0.11594202898550725,0.03869245592261383,0.06044294222122107,0.0698005698005698,0.08608952669138228,0.060866599915835914,0.04168967825924332,0.061855670103092786,0.05854123920183205,0.05408635888241446,0.11194123811143843,0.11674641148325358,0.03459123080116493,0.013920758233152128,0.047532054277202536,0.16071428571428573,0.05269886318387284,-0.04477225672877848
looping,0.7946010610848203,0.7817898997221215,0.3478207580545173,0.7759730441407189,0.8018018018018018,0.30658528903867804,0.8508412981380737,0.8645200477871592,-0.05624023705325343,-0.08273014806503765,0.83603956358356,0.8844221105527639,-0.06006651944284114,-0.08262030875096205,0.7041972996375203,0.6308659815536469,0.0904037614473,0.1509239181684746,0.6669546240001409,0.6394052044609665,0.10901842014057794,0.16239659734083534
