target,baseline_id,outer_fold,config_id,threshold,inner_f1,inner_precision,inner_recall,selected
success,B3,4,B3_T2_C10p0_cw_none,0.45,0.8,1.0,0.6666666666666666,False
success,B3,4,B3_T2_C10p0_cw_none,0.5,0.8,1.0,0.6666666666666666,False
success,B3,4,B3_T2_C10p0_cw_none,0.55,0.7142857142857143,1.0,0.5555555555555556,False
success,B3,4,B3_T2_C10p0_cw_none,0.6,0.6153846153846154,1.0,0.4444444444444444,False
success,B3,4,B3_T2_C10p0_cw_none,0.65,0.5,1.0,0.3333333333333333,False
success,B3,4,B3_T2_C10p0_cw_none,0.7,0.2,1.0,0.1111111111111111,False
success,B3,4,B3_T2_C10p0_cw_none,0.75,0.2,1.0,0.1111111111111111,False
success,B3,4,B3_T2_C10p0_cw_none,0.8,0.2,1.0,0.1111111111111111,False
success,B3,4,B3_T2_C10p0_cw_none,0.85,0.2,1.0,0.1111111111111111,False
success,B3,4,B3_T2_C10p0_cw_none,0.9,0.0,0.0,0.0,False
success,B3,4,B3_T2_C10p0_cw_none,0.95,0.0,0.0,0.0,False
success,B3,5,B3_T2_C0p1_cw_balanced,0.05,0.5,0.3333333333333333,1.0,False
success,B3,5,B3_T2_C0p1_cw_balanced,0.1,0.5,0.3333333333333333,1.0,False
success,B3,5,B3_T2_C0p1_cw_balanced,0.15,0.5,0.3333333333333333,1.0,False
success,B3,5,B3_T2_C0p1_cw_balanced,0.2,0.5,0.3333333333333333,1.0,False
success,B3,5,B3_T2_C0p1_cw_balanced,0.25,0.5,0.3333333333333333,1.0,False
success,B3,5,B3_T2_C0p1_cw_balanced,0.3,0.5,0.3333333333333333,1.0,False
success,B3,5,B3_T2_C0p1_cw_balanced,0.35,0.5,0.3333333333333333,1.0,False
success,B3,5,B3_T2_C0p1_cw_balanced,0.4,0.5,0.3333333333333333,1.0,False
success,B3,5,B3_T2_C0p1_cw_balanced,0.45,0.5128205128205128,0.3448275862068966,1.0,True
success,B3,5,B3_T2_C0p1_cw_balanced,0.5,0.0,0.0,0.0,False
success,B3,5,B3_T2_C0p1_cw_balanced,0.55,0.0,0.0,0.0,False
success,B3,5,B3_T2_C0p1_cw_balanced,0.6,0.0,0.0,0.0,False
success,B3,5,B3_T2_C0p1_cw_balanced,0.65,0.0,0.0,0.0,False
success,B3,5,B3_T2_C0p1_cw_balanced,0.7,0.0,0.0,0.0,False
success,B3,5,B3_T2_C0p1_cw_balanced,0.75,0.0,0.0,0.0,False
success,B3,5,B3_T2_C0p1_cw_balanced,0.8,0.0,0.0,0.0,False
success,B3,5,B3_T2_C0p1_cw_balanced,0.85,0.0,0.0,0.0,False
success,B3,5,B3_T2_C0p1_cw_balanced,0.9,0.0,0.0,0.0,False
success,B3,5,B3_T2_C0p1_cw_balanced,0.95,0.0,0.0,0.0,False
side_effect,B0,1,B0_most_frequent,0.05,0.0,0.0,0.0,False
side_effect,B0,1,B0_most_frequent,0.1,0.0,0.0,0.0,False
side_effect,B0,1,B0_most_frequent,0.15,0.0,0.0,0.0,False
side_effect,B0,1,B0_most_frequent,0.2,0.0,0.0,0.0,False
side_effect,B0,1,B0_most_frequent,0.25,0.0,0.0,0.0,False
side_effect,B0,1,B0_most_frequent,0.3,0.0,0.0,0.0,False
side_effect,B0,1,B0_most_frequent,0.35,0.0,0.0,0.0,False
side_effect,B0,1,B0_most_frequent,0.4,0.0,0.0,0.0,False
side_effect,B0,1,B0_most_frequent,0.45,0.0,0.0,0.0,False
side_effect,B0,1,B0_most_frequent,0.5,0.0,0.0,0.0,True
side_effect,B0,1,B0_most_frequent,0.55,0.0,0.0,0.0,False
side_effect,B0,1,B0_most_frequent,0.6,0.0,0.0,0.0,False
side_effect,B0,1,B0_most_frequent,0.65,0.0,0.0,0.0,False
side_effect,B0,1,B0_most_frequent,0.7,0.0,0.0,0.0,False
side_effect,B0,1,B0_most_frequent,0.75,0.0,0.0,0.0,False
side_effect,B0,1,B0_most_frequent,0.8,0.0,0.0,0.0,False
side_effect,B0,1,B0_most_frequent,0.85,0.0,0.0,0.0,False
side_effect,B0,1,B0_most_frequent,0.9,0.0,0.0,0.0,False
side_effect,B0,1,B0_most_frequent,0.95,0.0,0.0,0.0,False
side_effect,B0,2,B0_most_frequent,0.05,0.0,0.0,0.0,False
side_effect,B0,2,B0_most_frequent,0.1,0.0,0.0,0.0,False
side_effect,B0,2,B0_most_frequent,0.15,0.0,0.0,0.0,False
side_effect,B0,2,B0_most_frequent,0.2,0.0,0.0,0.0,False
side_effect,B0,2,B0_most_frequent,0.25,0.0,0.0,0.0,False
side_effect,B0,2,B0_most_frequent,0.3,0.0,0.0,0.0,False
side_effect,B0,2,B0_most_frequent,0.35,0.0,0.0,0.0,False
side_effect,B0,2,B0_most_frequent,0.4,0.0,0.0,0.0,False
side_effect,B0,2,B0_most_frequent,0.45,0.0,0.0,0.0,False
side_effect,B0,2,B0_most_frequent,0.5,0.0,0.0,0.0,True
side_effect,B0,2,B0_most_frequent,0.55,0.0,0.0,0.0,False
side_effect,B0,2,B0_most_frequent,0.6,0.0,0.0,0.0,False
side_effect,B0,2,B0_most_frequent,0.65,0.0,0.0,0.0,False
side_effect,B0,2,B0_most_frequent,0.7,0.0,0.0,0.0,False
side_effect,B0,2,B0_most_frequent,0.75,0.0,0.0,0.0,False
side_effect,B0,2,B0_most_frequent,0.8,0.0,0.0,0.0,False
side_effect,B0,2,B0_most_frequent,0.85,0.0,0.0,0.0,False
side_effect,B0,2,B0_most_frequent,0.9,0.0,0.0,0.0,False
side_effect,B0,2,B0_most_frequent,0.95,0.0,0.0,0.0,False
side_effect,B0,3,B0_most_frequent,0.05,0.0,0.0,0.0,False
side_effect,B0,3,B0_most_frequent,0.1,0.0,0.0,0.0,False
side_effect,B0,3,B0_most_frequent,0.15,0.0,0.0,0.0,False
side_effect,B0,3,B0_most_frequent,0.2,0.0,0.0,0.0,False
side_effect,B0,3,B0_most_frequent,0.25,0.0,0.0,0.0,False
side_effect,B0,3,B0_most_frequent,0.3,0.0,0.0,0.0,False
side_effect,B0,3,B0_most_frequent,0.35,0.0,0.0,0.0,False
side_effect,B0,3,B0_most_frequent,0.4,0.0,0.0,0.0,False
side_effect,B0,3,B0_most_frequent,0.45,0.0,0.0,0.0,False
side_effect,B0,3,B0_most_frequent,0.5,0.0,0.0,0.0,True
side_effect,B0,3,B0_most_frequent,0.55,0.0,0.0,0.0,False
side_effect,B0,3,B0_most_frequent,0.6,0.0,0.0,0.0,False
side_effect,B0,3,B0_most_frequent,0.65,0.0,0.0,0.0,False
side_effect,B0,3,B0_most_frequent,0.7,0.0,0.0,0.0,False
side_effect,B0,3,B0_most_frequent,0.75,0.0,0.0,0.0,False
side_effect,B0,3,B0_most_frequent,0.8,0.0,0.0,0.0,False
side_effect,B0,3,B0_most_frequent,0.85,0.0,0.0,0.0,False
side_effect,B0,3,B0_most_frequent,0.9,0.0,0.0,0.0,False
side_effect,B0,3,B0_most_frequent,0.95,0.0,0.0,0.0,False
side_effect,B0,4,B0_most_frequent,0.05,0.0,0.0,0.0,False
side_effect,B0,4,B0_most_frequent,0.1,0.0,0.0,0.0,False
side_effect,B0,4,B0_most_frequent,0.15,0.0,0.0,0.0,False
side_effect,B0,4,B0_most_frequent,0.2,0.0,0.0,0.0,False
side_effect,B0,4,B0_most_frequent,0.25,0.0,0.0,0.0,False
side_effect,B0,4,B0_most_frequent,0.3,0.0,0.0,0.0,False
side_effect,B0,4,B0_most_frequent,0.35,0.0,0.0,0.0,False
side_effect,B0,4,B0_most_frequent,0.4,0.0,0.0,0.0,False
side_effect,B0,4,B0_most_frequent,0.45,0.0,0.0,0.0,False
side_effect,B0,4,B0_most_frequent,0.5,0.0,0.0,0.0,True
side_effect,B0,4,B0_most_frequent,0.55,0.0,0.0,0.0,False
side_effect,B0,4,B0_most_frequent,0.6,0.0,0.0,0.0,False
side_effect,B0,4,B0_most_frequent,0.65,0.0,0.0,0.0,False
side_effect,B0,4,B0_most_frequent,0.7,0.0,0.0,0.0,False
side_effect,B0,4,B0_most_frequent,0.75,0.0,0.0,0.0,False
side_effect,B0,4,B0_most_frequent,0.8,0.0,0.0,0.0,False
side_effect,B0,4,B0_most_frequent,0.85,0.0,0.0,0.0,False
side_effect,B0,4,B0_most_frequent,0.9,0.0,0.0,0.0,False
side_effect,B0,4,B0_most_frequent,0.95,0.0,0.0,0.0,False
side_effect,B0,5,B0_most_frequent,0.05,0.0,0.0,0.0,False
side_effect,B0,5,B0_most_frequent,0.1,0.0,0.0,0.0,False
side_effect,B0,5,B0_most_frequent,0.15,0.0,0.0,0.0,False
side_effect,B0,5,B0_most_frequent,0.2,0.0,0.0,0.0,False
side_effect,B0,5,B0_most_frequent,0.25,0.0,0.0,0.0,False
side_effect,B0,5,B0_most_frequent,0.3,0.0,0.0,0.0,False
side_effect,B0,5,B0_most_frequent,0.35,0.0,0.0,0.0,False
side_effect,B0,5,B0_most_frequent,0.4,0.0,0.0,0.0,False
side_effect,B0,5,B0_most_frequent,0.45,0.0,0.0,0.0,False
side_effect,B0,5,B0_most_frequent,0.5,0.0,0.0,0.0,True
side_effect,B0,5,B0_most_frequent,0.55,0.0,0.0,0.0,False
side_effect,B0,5,B0_most_frequent,0.6,0.0,0.0,0.0,False
side_effect,B0,5,B0_most_frequent,0.65,0.0,0.0,0.0,False
side_effect,B0,5,B0_most_frequent,0.7,0.0,0.0,0.0,False
side_effect,B0,5,B0_most_frequent,0.75,0.0,0.0,0.0,False
side_effect,B0,5,B0_most_frequent,0.8,0.0,0.0,0.0,False
side_effect,B0,5,B0_most_frequent,0.85,0.0,0.0,0.0,False
side_effect,B0,5,B0_most_frequent,0.9,0.0,0.0,0.0,False
side_effect,B0,5,B0_most_frequent,0.95,0.0,0.0,0.0,False
side_effect,B1,1,B1_prior,0.05,0.125,0.06666666666666667,1.0,True
side_effect,B1,1,B1_prior,0.1,0.0,0.0,0.0,False
side_effect,B1,1,B1_prior,0.15,0.0,0.0,0.0,False
side_effect,B1,1,B1_prior,0.2,0.0,0.0,0.0,False
side_effect,B1,1,B1_prior,0.25,0.0,0.0,0.0,False
side_effect,B1,1,B1_prior,0.3,0.0,0.0,0.0,False
side_effect,B1,1,B1_prior,0.35,0.0,0.0,0.0,False
side_effect,B1,1,B1_prior,0.4,0.0,0.0,0.0,False
side_effect,B1,1,B1_prior,0.45,0.0,0.0,0.0,False
side_effect,B1,1,B1_prior,0.5,0.0,0.0,0.0,False
side_effect,B1,1,B1_prior,0.55,0.0,0.0,0.0,False
side_effect,B1,1,B1_prior,0.6,0.0,0.0,0.0,False
side_effect,B1,1,B1_prior,0.65,0.0,0.0,0.0,False
side_effect,B1,1,B1_prior,0.7,0.0,0.0,0.0,False
side_effect,B1,1,B1_prior,0.75,0.0,0.0,0.0,False
side_effect,B1,1,B1_prior,0.8,0.0,0.0,0.0,False
side_effect,B1,1,B1_prior,0.85,0.0,0.0,0.0,False
side_effect,B1,1,B1_prior,0.9,0.0,0.0,0.0,False
side_effect,B1,1,B1_prior,0.95,0.0,0.0,0.0,False
side_effect,B1,2,B1_prior,0.05,0.0625,0.03225806451612903,1.0,True
side_effect,B1,2,B1_prior,0.1,0.0,0.0,0.0,False
side_effect,B1,2,B1_prior,0.15,0.0,0.0,0.0,False
side_effect,B1,2,B1_prior,0.2,0.0,0.0,0.0,False
side_effect,B1,2,B1_prior,0.25,0.0,0.0,0.0,False
side_effect,B1,2,B1_prior,0.3,0.0,0.0,0.0,False
side_effect,B1,2,B1_prior,0.35,0.0,0.0,0.0,False
side_effect,B1,2,B1_prior,0.4,0.0,0.0,0.0,False
side_effect,B1,2,B1_prior,0.45,0.0,0.0,0.0,False
side_effect,B1,2,B1_prior,0.5,0.0,0.0,0.0,False
side_effect,B1,2,B1_prior,0.55,0.0,0.0,0.0,False
side_effect,B1,2,B1_prior,0.6,0.0,0.0,0.0,False
side_effect,B1,2,B1_prior,0.65,0.0,0.0,0.0,False
side_effect,B1,2,B1_prior,0.7,0.0,0.0,0.0,False
side_effect,B1,2,B1_prior,0.75,0.0,0.0,0.0,False
side_effect,B1,2,B1_prior,0.8,0.0,0.0,0.0,False
side_effect,B1,2,B1_prior,0.85,0.0,0.0,0.0,False
side_effect,B1,2,B1_prior,0.9,0.0,0.0,0.0,False
side_effect,B1,2,B1_prior,0.95,0.0,0.0,0.0,False
side_effect,B1,3,B1_prior,0.05,0.125,0.06666666666666667,1.0,True
side_effect,B1,3,B1_prior,0.1,0.0,0.0,0.0,False
side_effect,B1,3,B1_prior,0.15,0.0,0.0,0.0,False
side_effect,B1,3,B1_prior,0.2,0.0,0.0,0.0,False
side_effect,B1,3,B1_prior,0.25,0.0,0.0,0.0,False
side_effect,B1,3,B1_prior,0.3,0.0,0.0,0.0,False
side_effect,B1,3,B1_prior,0.35,0.0,0.0,0.0,False
side_effect,B1,3,B1_prior,0.4,0.0,0.0,0.0,False
side_effect,B1,3,B1_prior,0.45,0.0,0.0,0.0,False
side_effect,B1,3,B1_prior,0.5,0.0,0.0,0.0,False
side_effect,B1,3,B1_prior,0.55,0.0,0.0,0.0,False
side_effect,B1,3,B1_prior,0.6,0.0,0.0,0.0,False
side_effect,B1,3,B1_prior,0.65,0.0,0.0,0.0,False
side_effect,B1,3,B1_prior,0.7,0.0,0.0,0.0,False
side_effect,B1,3,B1_prior,0.75,0.0,0.0,0.0,False
side_effect,B1,3,B1_prior,0.8,0.0,0.0,0.0,False
side_effect,B1,3,B1_prior,0.85,0.0,0.0,0.0,False
side_effect,B1,3,B1_prior,0.9,0.0,0.0,0.0,False
side_effect,B1,3,B1_prior,0.95,0.0,0.0,0.0,False
side_effect,B1,4,B1_prior,0.05,0.17647058823529413,0.0967741935483871,1.0,True
side_effect,B1,4,B1_prior,0.1,0.0,0.0,0.0,False
side_effect,B1,4,B1_prior,0.15,0.0,0.0,0.0,False
side_effect,B1,4,B1_prior,0.2,0.0,0.0,0.0,False
side_effect,B1,4,B1_prior,0.25,0.0,0.0,0.0,False
side_effect,B1,4,B1_prior,0.3,0.0,0.0,0.0,False
side_effect,B1,4,B1_prior,0.35,0.0,0.0,0.0,False
side_effect,B1,4,B1_prior,0.4,0.0,0.0,0.0,False
side_effect,B1,4,B1_prior,0.45,0.0,0.0,0.0,False
side_effect,B1,4,B1_prior,0.5,0.0,0.0,0.0,False
side_effect,B1,4,B1_prior,0.55,0.0,0.0,0.0,False
side_effect,B1,4,B1_prior,0.6,0.0,0.0,0.0,False
side_effect,B1,4,B1_prior,0.65,0.0,0.0,0.0,False
side_effect,B1,4,B1_prior,0.7,0.0,0.0,0.0,False
side_effect,B1,4,B1_prior,0.75,0.0,0.0,0.0,False
side_effect,B1,4,B1_prior,0.8,0.0,0.0,0.0,False
side_effect,B1,4,B1_prior,0.85,0.0,0.0,0.0,False
side_effect,B1,4,B1_prior,0.9,0.0,0.0,0.0,False
side_effect,B1,4,B1_prior,0.95,0.0,0.0,0.0,False
side_effect,B1,5,B1_prior,0.05,0.0625,0.03225806451612903,1.0,True
side_effect,B1,5,B1_prior,0.1,0.0,0.0,0.0,False
side_effect,B1,5,B1_prior,0.15,0.0,0.0,0.0,False
side_effect,B1,5,B1_prior,0.2,0.0,0.0,0.0,False
side_effect,B1,5,B1_prior,0.25,0.0,0.0,0.0,False
side_effect,B1,5,B1_prior,0.3,0.0,0.0,0.0,False
side_effect,B1,5,B1_prior,0.35,0.0,0.0,0.0,False
side_effect,B1,5,B1_prior,0.4,0.0,0.0,0.0,False
side_effect,B1,5,B1_prior,0.45,0.0,0.0,0.0,False
side_effect,B1,5,B1_prior,0.5,0.0,0.0,0.0,False
side_effect,B1,5,B1_prior,0.55,0.0,0.0,0.0,False
side_effect,B1,5,B1_prior,0.6,0.0,0.0,0.0,False
side_effect,B1,5,B1_prior,0.65,0.0,0.0,0.0,False
side_effect,B1,5,B1_prior,0.7,0.0,0.0,0.0,False
side_effect,B1,5,B1_prior,0.75,0.0,0.0,0.0,False
side_effect,B1,5,B1_prior,0.8,0.0,0.0,0.0,False
side_effect,B1,5,B1_prior,0.85,0.0,0.0,0.0,False
side_effect,B1,5,B1_prior,0.9,0.0,0.0,0.0,False
side_effect,B1,5,B1_prior,0.95,0.0,0.0,0.0,False
side_effect,B2,1,B2_C10p0_cw_none,0.05,0.0,0.0,0.0,False
side_effect,B2,1,B2_C10p0_cw_none,0.1,0.0,0.0,0.0,False
side_effect,B2,1,B2_C10p0_cw_none,0.15,0.0,0.0,0.0,False
side_effect,B2,1,B2_C10p0_cw_none,0.2,0.0,0.0,0.0,False
side_effect,B2,1,B2_C10p0_cw_none,0.25,0.0,0.0,0.0,False
side_effect,B2,1,B2_C10p0_cw_none,0.3,0.0,0.0,0.0,False
side_effect,B2,1,B2_C10p0_cw_none,0.35,0.0,0.0,0.0,False
side_effect,B2,1,B2_C10p0_cw_none,0.4,0.0,0.0,0.0,False
side_effect,B2,1,B2_C10p0_cw_none,0.45,0.0,0.0,0.0,False
side_effect,B2,1,B2_C10p0_cw_none,0.5,0.0,0.0,0.0,True
side_effect,B2,1,B2_C10p0_cw_none,0.55,0.0,0.0,0.0,False
side_effect,B2,1,B2_C10p0_cw_none,0.6,0.0,0.0,0.0,False
side_effect,B2,1,B2_C10p0_cw_none,0.65,0.0,0.0,0.0,False
side_effect,B2,1,B2_C10p0_cw_none,0.7,0.0,0.0,0.0,False
side_effect,B2,1,B2_C10p0_cw_none,0.75,0.0,0.0,0.0,False
side_effect,B2,1,B2_C10p0_cw_none,0.8,0.0,0.0,0.0,False
side_effect,B2,1,B2_C10p0_cw_none,0.85,0.0,0.0,0.0,False
side_effect,B2,1,B2_C10p0_cw_none,0.9,0.0,0.0,0.0,False
side_effect,B2,1,B2_C10p0_cw_none,0.95,0.0,0.0,0.0,False
side_effect,B2,2,B2_C0p1_cw_none,0.05,0.0625,0.03225806451612903,1.0,False
side_effect,B2,2,B2_C0p1_cw_none,0.1,0.0625,0.03225806451612903,1.0,True
side_effect,B2,2,B2_C0p1_cw_none,0.15,0.0,0.0,0.0,False
side_effect,B2,2,B2_C0p1_cw_none,0.2,0.0,0.0,0.0,False
side_effect,B2,2,B2_C0p1_cw_none,0.25,0.0,0.0,0.0,False
side_effect,B2,2,B2_C0p1_cw_none,0.3,0.0,0.0,0.0,False
side_effect,B2,2,B2_C0p1_cw_none,0.35,0.0,0.0,0.0,False
side_effect,B2,2,B2_C0p1_cw_none,0.4,0.0,0.0,0.0,False
side_effect,B2,2,B2_C0p1_cw_none,0.45,0.0,0.0,0.0,False
side_effect,B2,2,B2_C0p1_cw_none,0.5,0.0,0.0,0.0,False
side_effect,B2,2,B2_C0p1_cw_none,0.55,0.0,0.0,0.0,False
side_effect,B2,2,B2_C0p1_cw_none,0.6,0.0,0.0,0.0,False
side_effect,B2,2,B2_C0p1_cw_none,0.65,0.0,0.0,0.0,False
side_effect,B2,2,B2_C0p1_cw_none,0.7,0.0,0.0,0.0,False
side_effect,B2,2,B2_C0p1_cw_none,0.75,0.0,0.0,0.0,False
side_effect,B2,2,B2_C0p1_cw_none,0.8,0.0,0.0,0.0,False
side_effect,B2,2,B2_C0p1_cw_none,0.85,0.0,0.0,0.0,False
side_effect,B2,2,B2_C0p1_cw_none,0.9,0.0,0.0,0.0,False
side_effect,B2,2,B2_C0p1_cw_none,0.95,0.0,0.0,0.0,False
side_effect,B2,3,B2_C0p1_cw_balanced,0.05,0.125,0.06666666666666667,1.0,False
side_effect,B2,3,B2_C0p1_cw_balanced,0.1,0.125,0.06666666666666667,1.0,False
side_effect,B2,3,B2_C0p1_cw_balanced,0.15,0.125,0.06666666666666667,1.0,False
side_effect,B2,3,B2_C0p1_cw_balanced,0.2,0.12903225806451613,0.06896551724137931,1.0,False
side_effect,B2,3,B2_C0p1_cw_balanced,0.25,0.14285714285714285,0.07692307692307693,1.0,False
side_effect,B2,3,B2_C0p1_cw_balanced,0.3,0.16,0.08695652173913043,1.0,False
side_effect,B2,3,B2_C0p1_cw_balanced,0.35,0.18181818181818182,0.1,1.0,False
side_effect,B2,3,B2_C0p1_cw_balanced,0.4,0.125,0.07142857142857142,0.5,False
side_effect,B2,3,B2_C0p1_cw_balanced,0.45,0.13333333333333333,0.07692307692307693,0.5,False
side_effect,B2,3,B2_C0p1_cw_balanced,0.5,0.16666666666666666,0.1,0.5,False
side_effect,B2,3,B2_C0p1_cw_balanced,0.55,0.3333333333333333,0.25,0.5,False
side_effect,B2,3,B2_C0p1_cw_balanced,0.6,0.4,0.3333333333333333,0.5,True
side_effect,B2,3,B2_C0p1_cw_balanced,0.65,0.0,0.0,0.0,False
side_effect,B2,3,B2_C0p1_cw_balanced,0.7,0.0,0.0,0.0,False
side_effect,B2,3,B2_C0p1_cw_balanced,0.75,0.0,0.0,0.0,False
side_effect,B2,3,B2_C0p1_cw_balanced,0.8,0.0,0.0,0.0,False
side_effect,B2,3,B2_C0p1_cw_balanced,0.85,0.0,0.0,0.0,False
side_effect,B2,3,B2_C0p1_cw_balanced,0.9,0.0,0.0,0.0,False
side_effect,B2,3,B2_C0p1_cw_balanced,0.95,0.0,0.0,0.0,False
side_effect,B2,4,B2_C0p1_cw_none,0.05,0.17647058823529413,0.0967741935483871,1.0,False
side_effect,B2,4,B2_C0p1_cw_none,0.1,0.17647058823529413,0.0967741935483871,1.0,False
side_effect,B2,4,B2_C0p1_cw_none,0.15,0.17647058823529413,0.0967741935483871,1.0,False
side_effect,B2,4,B2_C0p1_cw_none,0.2,0.375,0.23076923076923078,1.0,True
side_effect,B2,4,B2_C0p1_cw_none,0.25,0.16666666666666666,0.1111111111111111,0.3333333333333333,False
side_effect,B2,4,B2_C0p1_cw_none,0.3,0.0,0.0,0.0,False
side_effect,B2,4,B2_C0p1_cw_none,0.35,0.0,0.0,0.0,False
side_effect,B2,4,B2_C0p1_cw_none,0.4,0.0,0.0,0.0,False
side_effect,B2,4,B2_C0p1_cw_none,0.45,0.0,0.0,0.0,False
side_effect,B2,4,B2_C0p1_cw_none,0.5,0.0,0.0,0.0,False
side_effect,B2,4,B2_C0p1_cw_none,0.55,0.0,0.0,0.0,False
side_effect,B2,4,B2_C0p1_cw_none,0.6,0.0,0.0,0.0,False
side_effect,B2,4,B2_C0p1_cw_none,0.65,0.0,0.0,0.0,False
side_effect,B2,4,B2_C0p1_cw_none,0.7,0.0,0.0,0.0,False
side_effect,B2,4,B2_C0p1_cw_none,0.75,0.0,0.0,0.0,False
side_effect,B2,4,B2_C0p1_cw_none,0.8,0.0,0.0,0.0,False
side_effect,B2,4,B2_C0p1_cw_none,0.85,0.0,0.0,0.0,False
side_effect,B2,4,B2_C0p1_cw_none,0.9,0.0,0.0,0.0,False
side_effect,B2,4,B2_C0p1_cw_none,0.95,0.0,0.0,0.0,False
side_effect,B2,5,B2_C1p0_cw_balanced,0.05,0.0625,0.03225806451612903,1.0,False
side_effect,B2,5,B2_C1p0_cw_balanced,0.1,0.0625,0.03225806451612903,1.0,False
side_effect,B2,5,B2_C1p0_cw_balanced,0.15,0.0625,0.03225806451612903,1.0,False
side_effect,B2,5,B2_C1p0_cw_balanced,0.2,0.0625,0.03225806451612903,1.0,False
side_effect,B2,5,B2_C1p0_cw_balanced,0.25,0.06451612903225806,0.03333333333333333,1.0,True
side_effect,B2,5,B2_C1p0_cw_balanced,0.3,0.0,0.0,0.0,False
side_effect,B2,5,B2_C1p0_cw_balanced,0.35,0.0,0.0,0.0,False
side_effect,B2,5,B2_C1p0_cw_balanced,0.4,0.0,0.0,0.0,False
side_effect,B2,5,B2_C1p0_cw_balanced,0.45,0.0,0.0,0.0,False
side_effect,B2,5,B2_C1p0_cw_balanced,0.5,0.0,0.0,0.0,False
side_effect,B2,5,B2_C1p0_cw_balanced,0.55,0.0,0.0,0.0,False
side_effect,B2,5,B2_C1p0_cw_balanced,0.6,0.0,0.0,0.0,False
side_effect,B2,5,B2_C1p0_cw_balanced,0.65,0.0,0.0,0.0,False
side_effect,B2,5,B2_C1p0_cw_balanced,0.7,0.0,0.0,0.0,False
side_effect,B2,5,B2_C1p0_cw_balanced,0.75,0.0,0.0,0.0,False
side_effect,B2,5,B2_C1p0_cw_balanced,0.8,0.0,0.0,0.0,False
side_effect,B2,5,B2_C1p0_cw_balanced,0.85,0.0,0.0,0.0,False
side_effect,B2,5,B2_C1p0_cw_balanced,0.9,0.0,0.0,0.0,False
side_effect,B2,5,B2_C1p0_cw_balanced,0.95,0.0,0.0,0.0,False
side_effect,B3,1,B3_T2_C1p0_cw_balanced,0.05,0.125,0.06666666666666667,1.0,False
side_effect,B3,1,B3_T2_C1p0_cw_balanced,0.1,0.125,0.06666666666666667,1.0,False
side_effect,B3,1,B3_T2_C1p0_cw_balanced,0.15,0.12903225806451613,0.06896551724137931,1.0,False
side_effect,B3,1,B3_T2_C1p0_cw_balanced,0.2,0.16,0.08695652173913043,1.0,False
side_effect,B3,1,B3_T2_C1p0_cw_balanced,0.25,0.16666666666666666,0.09090909090909091,1.0,False
side_effect,B3,1,B3_T2_C1p0_cw_balanced,0.3,0.3076923076923077,0.18181818181818182,1.0,False
side_effect,B3,1,B3_T2_C1p0_cw_balanced,0.35,0.36363636363636365,0.2222222222222222,1.0,False
side_effect,B3,1,B3_T2_C1p0_cw_balanced,0.4,0.5,0.3333333333333333,1.0,False
side_effect,B3,1,B3_T2_C1p0_cw_balanced,0.45,0.5714285714285714,0.4,1.0,True
side_effect,B3,1,B3_T2_C1p0_cw_balanced,0.5,0.0,0.0,0.0,False
side_effect,B3,1,B3_T2_C1p0_cw_balanced,0.55,0.0,0.0,0.0,False
side_effect,B3,1,B3_T2_C1p0_cw_balanced,0.6,0.0,0.0,0.0,False
side_effect,B3,1,B3_T2_C1p0_cw_balanced,0.65,0.0,0.0,0.0,False
side_effect,B3,1,B3_T2_C1p0_cw_balanced,0.7,0.0,0.0,0.0,False
side_effect,B3,1,B3_T2_C1p0_cw_balanced,0.75,0.0,0.0,0.0,False
side_effect,B3,1,B3_T2_C1p0_cw_balanced,0.8,0.0,0.0,0.0,False
side_effect,B3,1,B3_T2_C1p0_cw_balanced,0.85,0.0,0.0,0.0,False
side_effect,B3,1,B3_T2_C1p0_cw_balanced,0.9,0.0,0.0,0.0,False
side_effect,B3,1,B3_T2_C1p0_cw_balanced,0.95,0.0,0.0,0.0,False
side_effect,B3,2,B3_T1_C10p0_cw_balanced,0.05,0.07142857142857142,0.037037037037037035,1.0,False
side_effect,B3,2,B3_T1_C10p0_cw_balanced,0.1,0.2222222222222222,0.125,1.0,False
side_effect,B3,2,B3_T1_C10p0_cw_balanced,0.15,0.25,0.14285714285714285,1.0,False
side_effect,B3,2,B3_T1_C10p0_cw_balanced,0.2,0.25,0.14285714285714285,1.0,False
side_effect,B3,2,B3_T1_C10p0_cw_balanced,0.25,0.25,0.14285714285714285,1.0,False
side_effect,B3,2,B3_T1_C10p0_cw_balanced,0.3,0.25,0.14285714285714285,1.0,False
side_effect,B3,2,B3_T1_C10p0_cw_balanced,0.35,0.3333333333333333,0.2,1.0,False
side_effect,B3,2,B3_T1_C10p0_cw_balanced,0.4,0.3333333333333333,0.2,1.0,False
side_effect,B3,2,B3_T1_C10p0_cw_balanced,0.45,0.3333333333333333,0.2,1.0,False
side_effect,B3,2,B3_T1_C10p0_cw_balanced,0.5,0.4,0.25,1.0,True
side_effect,B3,2,B3_T1_C10p0_cw_balanced,0.55,0.0,0.0,0.0,False
side_effect,B3,2,B3_T1_C10p0_cw_balanced,0.6,0.0,0.0,0.0,False
side_effect,B3,2,B3_T1_C10p0_cw_balanced,0.65,0.0,0.0,0.0,False
side_effect,B3,2,B3_T1_C10p0_cw_balanced,0.7,0.0,0.0,0.0,False
