target,held_out_group,variant_id,config_id,inner_n_splits,inner_oof_size,inner_oof_pr_auc,selected,tie_break_rank
looping,workarena,S3_no_activity_volume,B2_C1p0_cw_balanced,5,136,0.8303815535693027,False,5
looping,workarena,S3_no_activity_volume,B2_C10p0_cw_balanced,5,136,0.8134450936898089,False,6
success,assistantbench,S4_no_error,B2_C0p1_cw_none,5,168,0.5328730048212359,False,1
success,assistantbench,S4_no_error,B2_C1p0_cw_none,5,168,0.5569864067528043,False,2
success,assistantbench,S4_no_error,B2_C10p0_cw_none,5,168,0.5756731859859912,False,3
success,assistantbench,S4_no_error,B2_C0p1_cw_balanced,5,168,0.5325261397023767,False,4
success,assistantbench,S4_no_error,B2_C1p0_cw_balanced,5,168,0.5595615607915868,False,5
success,assistantbench,S4_no_error,B2_C10p0_cw_balanced,5,168,0.5866282384291032,True,6
success,visualwebarena,S4_no_error,B2_C0p1_cw_none,5,168,0.44139559387319693,False,1
success,visualwebarena,S4_no_error,B2_C1p0_cw_none,5,168,0.540753811869339,False,2
success,visualwebarena,S4_no_error,B2_C10p0_cw_none,5,168,0.5772509176291151,False,3
success,visualwebarena,S4_no_error,B2_C0p1_cw_balanced,5,168,0.43882672625359104,False,4
success,visualwebarena,S4_no_error,B2_C1p0_cw_balanced,5,168,0.5559964230593434,False,5
success,visualwebarena,S4_no_error,B2_C10p0_cw_balanced,5,168,0.5862917361699951,True,6
success,webarena,S4_no_error,B2_C0p1_cw_none,5,108,0.6633542747164606,False,1
success,webarena,S4_no_error,B2_C1p0_cw_none,5,108,0.6861097231330688,True,2
success,webarena,S4_no_error,B2_C10p0_cw_none,5,108,0.6643486144379241,False,3
success,webarena,S4_no_error,B2_C0p1_cw_balanced,5,108,0.6287635235106656,False,4
success,webarena,S4_no_error,B2_C1p0_cw_balanced,5,108,0.6859065348829676,False,5
success,webarena,S4_no_error,B2_C10p0_cw_balanced,5,108,0.6759800884974981,False,6
success,workarena,S4_no_error,B2_C0p1_cw_none,5,132,0.44622396132340225,False,1
success,workarena,S4_no_error,B2_C1p0_cw_none,5,132,0.4458537450020928,False,2
success,workarena,S4_no_error,B2_C10p0_cw_none,5,132,0.4599593781087281,False,3
success,workarena,S4_no_error,B2_C0p1_cw_balanced,5,132,0.4528923028204448,False,4
success,workarena,S4_no_error,B2_C1p0_cw_balanced,5,132,0.4548536937252946,False,5
success,workarena,S4_no_error,B2_C10p0_cw_balanced,5,132,0.47078054241309236,True,6
side_effect,assistantbench,S4_no_error,B2_C0p1_cw_none,5,171,0.08413148573302562,False,1
side_effect,assistantbench,S4_no_error,B2_C1p0_cw_none,5,171,0.08052756613161881,False,2
side_effect,assistantbench,S4_no_error,B2_C10p0_cw_none,5,171,0.08424405550591654,True,3
side_effect,assistantbench,S4_no_error,B2_C0p1_cw_balanced,5,171,0.08015692494161755,False,4
side_effect,assistantbench,S4_no_error,B2_C1p0_cw_balanced,5,171,0.07534018753725018,False,5
side_effect,assistantbench,S4_no_error,B2_C10p0_cw_balanced,5,171,0.07958023969772413,False,6
side_effect,visualwebarena,S4_no_error,B2_C0p1_cw_none,5,171,0.05606294670539845,True,1
side_effect,visualwebarena,S4_no_error,B2_C1p0_cw_none,5,171,0.04894127602612705,False,2
side_effect,visualwebarena,S4_no_error,B2_C10p0_cw_none,5,171,0.049193817150847426,False,3
side_effect,visualwebarena,S4_no_error,B2_C0p1_cw_balanced,5,171,0.055535440803873154,False,4
side_effect,visualwebarena,S4_no_error,B2_C1p0_cw_balanced,5,171,0.04882281656300172,False,5
side_effect,visualwebarena,S4_no_error,B2_C10p0_cw_balanced,5,171,0.05287116075233131,False,6
side_effect,webarena,S4_no_error,B2_C0p1_cw_none,4,108,0.060569985569985565,False,1
side_effect,webarena,S4_no_error,B2_C1p0_cw_none,4,108,0.07062542720437456,False,2
side_effect,webarena,S4_no_error,B2_C10p0_cw_none,4,108,0.07775764895330112,False,3
side_effect,webarena,S4_no_error,B2_C0p1_cw_balanced,4,108,0.07191516493842076,False,4
side_effect,webarena,S4_no_error,B2_C1p0_cw_balanced,4,108,0.08416086864853468,False,5
side_effect,webarena,S4_no_error,B2_C10p0_cw_balanced,4,108,0.08895801910507793,True,6
side_effect,workarena,S4_no_error,B2_C0p1_cw_none,5,135,0.10806033820173383,False,1
side_effect,workarena,S4_no_error,B2_C1p0_cw_none,5,135,0.11379211286092668,True,2
side_effect,workarena,S4_no_error,B2_C10p0_cw_none,5,135,0.09909772699631095,False,3
side_effect,workarena,S4_no_error,B2_C0p1_cw_balanced,5,135,0.1098064069279682,False,4
side_effect,workarena,S4_no_error,B2_C1p0_cw_balanced,5,135,0.11020403398274925,False,5
side_effect,workarena,S4_no_error,B2_C10p0_cw_balanced,5,135,0.10413841734921496,False,6
looping,assistantbench,S4_no_error,B2_C0p1_cw_none,5,172,0.8716007340768964,False,1
looping,assistantbench,S4_no_error,B2_C1p0_cw_none,5,172,0.9115998213509691,False,2
looping,assistantbench,S4_no_error,B2_C10p0_cw_none,5,172,0.9044364180946624,False,3
looping,assistantbench,S4_no_error,B2_C0p1_cw_balanced,5,172,0.8712657685938764,False,4
looping,assistantbench,S4_no_error,B2_C1p0_cw_balanced,5,172,0.9131571286496725,True,5
looping,assistantbench,S4_no_error,B2_C10p0_cw_balanced,5,172,0.9013658698257766,False,6
looping,visualwebarena,S4_no_error,B2_C0p1_cw_none,5,172,0.9002564320085082,False,1
looping,visualwebarena,S4_no_error,B2_C1p0_cw_none,5,172,0.9080899711078401,True,2
looping,visualwebarena,S4_no_error,B2_C10p0_cw_none,5,172,0.9003668881576546,False,3
looping,visualwebarena,S4_no_error,B2_C0p1_cw_balanced,5,172,0.8999796365623515,False,4
looping,visualwebarena,S4_no_error,B2_C1p0_cw_balanced,5,172,0.9075681343435259,False,5
looping,visualwebarena,S4_no_error,B2_C10p0_cw_balanced,5,172,0.8995109222663851,False,6
looping,webarena,S4_no_error,B2_C0p1_cw_none,5,108,0.9119920026385949,False,1
looping,webarena,S4_no_error,B2_C1p0_cw_none,5,108,0.9347131035863975,False,2
looping,webarena,S4_no_error,B2_C10p0_cw_none,5,108,0.9311424238173172,False,3
looping,webarena,S4_no_error,B2_C0p1_cw_balanced,5,108,0.9116507208267248,False,4
looping,webarena,S4_no_error,B2_C1p0_cw_balanced,5,108,0.9356398320685583,True,5
looping,webarena,S4_no_error,B2_C10p0_cw_balanced,5,108,0.9315040487243966,False,6
looping,workarena,S4_no_error,B2_C0p1_cw_none,5,136,0.8833285167789486,True,1
looping,workarena,S4_no_error,B2_C1p0_cw_none,5,136,0.8347356094472422,False,2
looping,workarena,S4_no_error,B2_C10p0_cw_none,5,136,0.8262073419614787,False,3
looping,workarena,S4_no_error,B2_C0p1_cw_balanced,5,136,0.8824541404213214,False,4
looping,workarena,S4_no_error,B2_C1p0_cw_balanced,5,136,0.8233840752159232,False,5
looping,workarena,S4_no_error,B2_C10p0_cw_balanced,5,136,0.827326964185378,False,6
success,assistantbench,S5_no_termination_or_repetition,B2_C0p1_cw_none,5,168,0.47924527946910167,False,1
success,assistantbench,S5_no_termination_or_repetition,B2_C1p0_cw_none,5,168,0.4597054668044748,False,2
success,assistantbench,S5_no_termination_or_repetition,B2_C10p0_cw_none,5,168,0.4628829984004321,False,3
success,assistantbench,S5_no_termination_or_repetition,B2_C0p1_cw_balanced,5,168,0.48206721255941376,True,4
success,assistantbench,S5_no_termination_or_repetition,B2_C1p0_cw_balanced,5,168,0.4637234084160014,False,5
success,assistantbench,S5_no_termination_or_repetition,B2_C10p0_cw_balanced,5,168,0.4750740910396115,False,6
success,visualwebarena,S5_no_termination_or_repetition,B2_C0p1_cw_none,5,168,0.3818083911523668,False,1
success,visualwebarena,S5_no_termination_or_repetition,B2_C1p0_cw_none,5,168,0.47878079178772304,False,2
success,visualwebarena,S5_no_termination_or_repetition,B2_C10p0_cw_none,5,168,0.5673545509323212,False,3
success,visualwebarena,S5_no_termination_or_repetition,B2_C0p1_cw_balanced,5,168,0.38029750445504534,False,4
success,visualwebarena,S5_no_termination_or_repetition,B2_C1p0_cw_balanced,5,168,0.47772432206895565,False,5
success,visualwebarena,S5_no_termination_or_repetition,B2_C10p0_cw_balanced,5,168,0.5747250067023753,True,6
success,webarena,S5_no_termination_or_repetition,B2_C0p1_cw_none,5,108,0.6313724302955976,False,1
success,webarena,S5_no_termination_or_repetition,B2_C1p0_cw_none,5,108,0.6874268759822855,False,2
success,webarena,S5_no_termination_or_repetition,B2_C10p0_cw_none,5,108,0.7153204151487464,True,3
success,webarena,S5_no_termination_or_repetition,B2_C0p1_cw_balanced,5,108,0.6241181699989933,False,4
success,webarena,S5_no_termination_or_repetition,B2_C1p0_cw_balanced,5,108,0.6859628727821901,False,5
success,webarena,S5_no_termination_or_repetition,B2_C10p0_cw_balanced,5,108,0.7150985569853805,False,6
success,workarena,S5_no_termination_or_repetition,B2_C0p1_cw_none,5,132,0.44663612553649246,False,1
success,workarena,S5_no_termination_or_repetition,B2_C1p0_cw_none,5,132,0.49903153518449517,False,2
success,workarena,S5_no_termination_or_repetition,B2_C10p0_cw_none,5,132,0.5120971821715192,True,3
success,workarena,S5_no_termination_or_repetition,B2_C0p1_cw_balanced,5,132,0.4579896658956707,False,4
success,workarena,S5_no_termination_or_repetition,B2_C1p0_cw_balanced,5,132,0.5063477223731461,False,5
success,workarena,S5_no_termination_or_repetition,B2_C10p0_cw_balanced,5,132,0.5004801048925533,False,6
side_effect,assistantbench,S5_no_termination_or_repetition,B2_C0p1_cw_none,5,171,0.09600687530256802,False,1
side_effect,assistantbench,S5_no_termination_or_repetition,B2_C1p0_cw_none,5,171,0.09450781806909164,False,2
side_effect,assistantbench,S5_no_termination_or_repetition,B2_C10p0_cw_none,5,171,0.09821869081188023,False,3
side_effect,assistantbench,S5_no_termination_or_repetition,B2_C0p1_cw_balanced,5,171,0.09897066300045868,True,4
side_effect,assistantbench,S5_no_termination_or_repetition,B2_C1p0_cw_balanced,5,171,0.09812696260736214,False,5
side_effect,assistantbench,S5_no_termination_or_repetition,B2_C10p0_cw_balanced,5,171,0.0940373595063724,False,6
side_effect,visualwebarena,S5_no_termination_or_repetition,B2_C0p1_cw_none,5,171,0.0681345165967214,False,1
side_effect,visualwebarena,S5_no_termination_or_repetition,B2_C1p0_cw_none,5,171,0.06561736356457146,False,2
side_effect,visualwebarena,S5_no_termination_or_repetition,B2_C10p0_cw_none,5,171,0.06614466734167762,False,3
side_effect,visualwebarena,S5_no_termination_or_repetition,B2_C0p1_cw_balanced,5,171,0.06867484698403295,False,4
side_effect,visualwebarena,S5_no_termination_or_repetition,B2_C1p0_cw_balanced,5,171,0.06785560244486405,False,5
side_effect,visualwebarena,S5_no_termination_or_repetition,B2_C10p0_cw_balanced,5,171,0.07022113753910891,True,6
side_effect,webarena,S5_no_termination_or_repetition,B2_C0p1_cw_none,4,108,0.04090286886142956,False,1
side_effect,webarena,S5_no_termination_or_repetition,B2_C1p0_cw_none,4,108,0.04567550505050505,False,2
side_effect,webarena,S5_no_termination_or_repetition,B2_C10p0_cw_none,4,108,0.05950993450993451,False,3
side_effect,webarena,S5_no_termination_or_repetition,B2_C0p1_cw_balanced,4,108,0.043829415824300735,False,4
side_effect,webarena,S5_no_termination_or_repetition,B2_C1p0_cw_balanced,4,108,0.0668424317617866,False,5
side_effect,webarena,S5_no_termination_or_repetition,B2_C10p0_cw_balanced,4,108,0.07631137479541736,True,6
side_effect,workarena,S5_no_termination_or_repetition,B2_C0p1_cw_none,5,135,0.057000575082512966,False,1
side_effect,workarena,S5_no_termination_or_repetition,B2_C1p0_cw_none,5,135,0.05518005346489034,False,2
side_effect,workarena,S5_no_termination_or_repetition,B2_C10p0_cw_none,5,135,0.05428309639471057,False,3
side_effect,workarena,S5_no_termination_or_repetition,B2_C0p1_cw_balanced,5,135,0.05992827752207091,True,4
side_effect,workarena,S5_no_termination_or_repetition,B2_C1p0_cw_balanced,5,135,0.05710351893493983,False,5
side_effect,workarena,S5_no_termination_or_repetition,B2_C10p0_cw_balanced,5,135,0.057448956131900666,False,6
looping,assistantbench,S5_no_termination_or_repetition,B2_C0p1_cw_none,5,172,0.8129116967036534,False,1
looping,assistantbench,S5_no_termination_or_repetition,B2_C1p0_cw_none,5,172,0.8679242223357868,False,2
looping,assistantbench,S5_no_termination_or_repetition,B2_C10p0_cw_none,5,172,0.8624095722970138,False,3
looping,assistantbench,S5_no_termination_or_repetition,B2_C0p1_cw_balanced,5,172,0.8113004104246515,False,4
looping,assistantbench,S5_no_termination_or_repetition,B2_C1p0_cw_balanced,5,172,0.8698113998593435,True,5
looping,assistantbench,S5_no_termination_or_repetition,B2_C10p0_cw_balanced,5,172,0.8637971712783925,False,6
looping,visualwebarena,S5_no_termination_or_repetition,B2_C0p1_cw_none,5,172,0.857346729076784,False,1
looping,visualwebarena,S5_no_termination_or_repetition,B2_C1p0_cw_none,5,172,0.8621900022700707,True,2
looping,visualwebarena,S5_no_termination_or_repetition,B2_C10p0_cw_none,5,172,0.8596228988029981,False,3
looping,visualwebarena,S5_no_termination_or_repetition,B2_C0p1_cw_balanced,5,172,0.8564569711982453,False,4
looping,visualwebarena,S5_no_termination_or_repetition,B2_C1p0_cw_balanced,5,172,0.8581884683231586,False,5
looping,visualwebarena,S5_no_termination_or_repetition,B2_C10p0_cw_balanced,5,172,0.8570101355523895,False,6
looping,webarena,S5_no_termination_or_repetition,B2_C0p1_cw_none,5,108,0.8405553085724004,False,1
looping,webarena,S5_no_termination_or_repetition,B2_C1p0_cw_none,5,108,0.846712454399757,False,2
looping,webarena,S5_no_termination_or_repetition,B2_C10p0_cw_none,5,108,0.8451163960694564,False,3
looping,webarena,S5_no_termination_or_repetition,B2_C0p1_cw_balanced,5,108,0.8417918541530823,False,4
looping,webarena,S5_no_termination_or_repetition,B2_C1p0_cw_balanced,5,108,0.8484479915898396,True,5
looping,webarena,S5_no_termination_or_repetition,B2_C10p0_cw_balanced,5,108,0.8451163960694564,False,6
looping,workarena,S5_no_termination_or_repetition,B2_C0p1_cw_none,5,136,0.8561346997894262,False,1
looping,workarena,S5_no_termination_or_repetition,B2_C1p0_cw_none,5,136,0.851841272881516,False,2
looping,workarena,S5_no_termination_or_repetition,B2_C10p0_cw_none,5,136,0.8638775798580767,True,3
looping,workarena,S5_no_termination_or_repetition,B2_C0p1_cw_balanced,5,136,0.8554178417898658,False,4
looping,workarena,S5_no_termination_or_repetition,B2_C1p0_cw_balanced,5,136,0.8477603926748156,False,5
looping,workarena,S5_no_termination_or_repetition,B2_C10p0_cw_balanced,5,136,0.8618856170094494,False,6
success,assistantbench,S6_termination_repetition_only,B2_C0p1_cw_none,5,168,0.49569741039883114,False,1
success,assistantbench,S6_termination_repetition_only,B2_C1p0_cw_none,5,168,0.494664104352396,False,2
success,assistantbench,S6_termination_repetition_only,B2_C10p0_cw_none,5,168,0.49612117553069995,False,3
success,assistantbench,S6_termination_repetition_only,B2_C0p1_cw_balanced,5,168,0.49805994281596816,False,4
success,assistantbench,S6_termination_repetition_only,B2_C1p0_cw_balanced,5,168,0.5050002149821036,True,5
success,assistantbench,S6_termination_repetition_only,B2_C10p0_cw_balanced,5,168,0.5015028630218215,False,6
success,visualwebarena,S6_termination_repetition_only,B2_C0p1_cw_none,5,168,0.3508869952186504,False,1
success,visualwebarena,S6_termination_repetition_only,B2_C1p0_cw_none,5,168,0.36354753935734524,False,2
success,visualwebarena,S6_termination_repetition_only,B2_C10p0_cw_none,5,168,0.37063552582219794,True,3
success,visualwebarena,S6_termination_repetition_only,B2_C0p1_cw_balanced,5,168,0.3500446825907332,False,4
success,visualwebarena,S6_termination_repetition_only,B2_C1p0_cw_balanced,5,168,0.35549042925042756,False,5
success,visualwebarena,S6_termination_repetition_only,B2_C10p0_cw_balanced,5,168,0.35959075328466583,False,6
success,webarena,S6_termination_repetition_only,B2_C0p1_cw_none,5,108,0.5143798932720904,False,1
success,webarena,S6_termination_repetition_only,B2_C1p0_cw_none,5,108,0.6052734255172407,True,2
success,webarena,S6_termination_repetition_only,B2_C10p0_cw_none,5,108,0.590345575927259,False,3
success,webarena,S6_termination_repetition_only,B2_C0p1_cw_balanced,5,108,0.515880549242573,False,4
success,webarena,S6_termination_repetition_only,B2_C1p0_cw_balanced,5,108,0.5291812769615334,False,5
success,webarena,S6_termination_repetition_only,B2_C10p0_cw_balanced,5,108,0.5302763461496898,False,6
success,workarena,S6_termination_repetition_only,B2_C0p1_cw_none,5,132,0.36225163086941503,False,1
success,workarena,S6_termination_repetition_only,B2_C1p0_cw_none,5,132,0.3718382097364731,False,2
success,workarena,S6_termination_repetition_only,B2_C10p0_cw_none,5,132,0.3740771830178754,False,3
success,workarena,S6_termination_repetition_only,B2_C0p1_cw_balanced,5,132,0.36428720724039576,False,4
success,workarena,S6_termination_repetition_only,B2_C1p0_cw_balanced,5,132,0.3703270560740416,False,5
success,workarena,S6_termination_repetition_only,B2_C10p0_cw_balanced,5,132,0.37656873767076626,True,6
side_effect,assistantbench,S6_termination_repetition_only,B2_C0p1_cw_none,5,171,0.10266953498135116,False,1
side_effect,assistantbench,S6_termination_repetition_only,B2_C1p0_cw_none,5,171,0.10387519665641581,False,2
side_effect,assistantbench,S6_termination_repetition_only,B2_C10p0_cw_none,5,171,0.09393794411825834,False,3
side_effect,assistantbench,S6_termination_repetition_only,B2_C0p1_cw_balanced,5,171,0.11769909021446098,True,4
side_effect,assistantbench,S6_termination_repetition_only,B2_C1p0_cw_balanced,5,171,0.0923743564234483,False,5
side_effect,assistantbench,S6_termination_repetition_only,B2_C10p0_cw_balanced,5,171,0.09182818355472545,False,6
side_effect,visualwebarena,S6_termination_repetition_only,B2_C0p1_cw_none,5,171,0.06740230464603994,False,1
side_effect,visualwebarena,S6_termination_repetition_only,B2_C1p0_cw_none,5,171,0.06644702529874144,False,2
side_effect,visualwebarena,S6_termination_repetition_only,B2_C10p0_cw_none,5,171,0.0649143582721338,False,3
side_effect,visualwebarena,S6_termination_repetition_only,B2_C0p1_cw_balanced,5,171,0.06991118276492957,True,4
side_effect,visualwebarena,S6_termination_repetition_only,B2_C1p0_cw_balanced,5,171,0.06731546057395926,False,5
side_effect,visualwebarena,S6_termination_repetition_only,B2_C10p0_cw_balanced,5,171,0.06908990879252833,False,6
side_effect,webarena,S6_termination_repetition_only,B2_C0p1_cw_none,4,108,0.05583181520635329,False,1
side_effect,webarena,S6_termination_repetition_only,B2_C1p0_cw_none,4,108,0.07093598621058575,False,2
side_effect,webarena,S6_termination_repetition_only,B2_C10p0_cw_none,4,108,0.07154560220597955,False,3
side_effect,webarena,S6_termination_repetition_only,B2_C0p1_cw_balanced,4,108,0.060282199004003514,False,4
side_effect,webarena,S6_termination_repetition_only,B2_C1p0_cw_balanced,4,108,0.07332167832167832,False,5
side_effect,webarena,S6_termination_repetition_only,B2_C10p0_cw_balanced,4,108,0.07584962688021199,True,6
side_effect,workarena,S6_termination_repetition_only,B2_C0p1_cw_none,5,135,0.1454508945621964,False,1
side_effect,workarena,S6_termination_repetition_only,B2_C1p0_cw_none,5,135,0.1404885118387485,False,2
side_effect,workarena,S6_termination_repetition_only,B2_C10p0_cw_none,5,135,0.13400989090925308,False,3
side_effect,workarena,S6_termination_repetition_only,B2_C0p1_cw_balanced,5,135,0.15039957089556016,False,4
side_effect,workarena,S6_termination_repetition_only,B2_C1p0_cw_balanced,5,135,0.14730225982488737,False,5
side_effect,workarena,S6_termination_repetition_only,B2_C10p0_cw_balanced,5,135,0.15516306932504115,True,6
looping,assistantbench,S6_termination_repetition_only,B2_C0p1_cw_none,5,172,0.9135174647134017,False,1
looping,assistantbench,S6_termination_repetition_only,B2_C1p0_cw_none,5,172,0.9101236571710725,False,2
looping,assistantbench,S6_termination_repetition_only,B2_C10p0_cw_none,5,172,0.9057834559228155,False,3
looping,assistantbench,S6_termination_repetition_only,B2_C0p1_cw_balanced,5,172,0.9138046473118289,True,4
looping,assistantbench,S6_termination_repetition_only,B2_C1p0_cw_balanced,5,172,0.910880826578496,False,5
looping,assistantbench,S6_termination_repetition_only,B2_C10p0_cw_balanced,5,172,0.9058295543160646,False,6
looping,visualwebarena,S6_termination_repetition_only,B2_C0p1_cw_none,5,172,0.9092684194730525,True,1
looping,visualwebarena,S6_termination_repetition_only,B2_C1p0_cw_none,5,172,0.8995981914976549,False,2
looping,visualwebarena,S6_termination_repetition_only,B2_C10p0_cw_none,5,172,0.8888318694258649,False,3
looping,visualwebarena,S6_termination_repetition_only,B2_C0p1_cw_balanced,5,172,0.9087183525525053,False,4
looping,visualwebarena,S6_termination_repetition_only,B2_C1p0_cw_balanced,5,172,0.8992510492580406,False,5
looping,visualwebarena,S6_termination_repetition_only,B2_C10p0_cw_balanced,5,172,0.8890407050028517,False,6
looping,webarena,S6_termination_repetition_only,B2_C0p1_cw_none,5,108,0.9315856179501885,True,1
looping,webarena,S6_termination_repetition_only,B2_C1p0_cw_none,5,108,0.9289696301945032,False,2
looping,webarena,S6_termination_repetition_only,B2_C10p0_cw_none,5,108,0.9200633480075694,False,3
looping,webarena,S6_termination_repetition_only,B2_C0p1_cw_balanced,5,108,0.931526517523891,False,4
looping,webarena,S6_termination_repetition_only,B2_C1p0_cw_balanced,5,108,0.9303879663802813,False,5
looping,webarena,S6_termination_repetition_only,B2_C10p0_cw_balanced,5,108,0.9198259509959789,False,6
looping,workarena,S6_termination_repetition_only,B2_C0p1_cw_none,5,136,0.8758556077481148,True,1
looping,workarena,S6_termination_repetition_only,B2_C1p0_cw_none,5,136,0.8193031498220096,False,2
looping,workarena,S6_termination_repetition_only,B2_C10p0_cw_none,5,136,0.803019523942239,False,3
looping,workarena,S6_termination_repetition_only,B2_C0p1_cw_balanced,5,136,0.8739167234071387,False,4
looping,workarena,S6_termination_repetition_only,B2_C1p0_cw_balanced,5,136,0.8201635028261587,False,5
looping,workarena,S6_termination_repetition_only,B2_C10p0_cw_balanced,5,136,0.803539022973697,False,6
