metric_name,target,exact_value,display_value,source_artifact,table_id,figure_id,allowed_sections,rounding_rule,verified
standardized_coefficient,success|feature=unique_action_ratio,0.5203365042865755,0.520,artifacts/a2_2_structural_coefficients.csv,,Fig4_Structural_Interpretation,Results R2;Results R5;Discussion;Appendix,coefficient_3_decimal_places,true
standardized_coefficient,looping|feature=observation_char_count_mean_nonempty,-0.8303141879031721,-0.830,artifacts/a2_2_structural_coefficients.csv,,Fig4_Structural_Interpretation,Results R2;Results R5;Discussion;Appendix,coefficient_3_decimal_places,true
standardized_coefficient,looping|feature=nonempty_action_count,0.6951595977941223,0.695,artifacts/a2_2_structural_coefficients.csv,,Fig4_Structural_Interpretation,Results R2;Results R5;Discussion;Appendix,coefficient_3_decimal_places,true
standardized_coefficient,looping|feature=nonempty_observation_count,0.6951595977941223,0.695,artifacts/a2_2_structural_coefficients.csv,,Fig4_Structural_Interpretation,Results R2;Results R5;Discussion;Appendix,coefficient_3_decimal_places,true
standardized_coefficient,looping|feature=step_count,0.6951595977941223,0.695,artifacts/a2_2_structural_coefficients.csv,,Fig4_Structural_Interpretation,Results R2;Results R5;Discussion;Appendix,coefficient_3_decimal_places,true
standardized_coefficient,looping|feature=nonempty_focused_element_count,0.6695402954920133,0.670,artifacts/a2_2_structural_coefficients.csv,,Fig4_Structural_Interpretation,Results R2;Results R5;Discussion;Appendix,coefficient_3_decimal_places,true
AP_lift,Side Effect,0.042850697670555743,0.043,artifacts/a2_3_table_1_main_heldout_results.csv,,FigS1_SideEffect_Exploratory_AP_Lift,Results R3 exploratory;Appendix,predictive_metric_3_decimal_places,true
AP_lift_CI_low,Side Effect,0.021245001224243706,0.021,artifacts/a2_3_table_1_main_heldout_results.csv,,FigS1_SideEffect_Exploratory_AP_Lift,Results R3 exploratory;Appendix,predictive_metric_3_decimal_places,true
AP_lift_CI_high,Side Effect,0.079199755454644902,0.079,artifacts/a2_3_table_1_main_heldout_results.csv,,FigS1_SideEffect_Exploratory_AP_Lift,Results R3 exploratory;Appendix,predictive_metric_3_decimal_places,true
AP,Success|benchmark=assistantbench,0.35664286093142478,0.357,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,,FigS2_Benchmark_Heterogeneity,Results R6;Limitations;Appendix,predictive_metric_3_decimal_places,true
AP,Success|benchmark=visualwebarena,0.65371377322575641,0.654,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,,FigS2_Benchmark_Heterogeneity,Results R6;Limitations;Appendix,predictive_metric_3_decimal_places,true
AP,Success|benchmark=webarena,0.64238981349837865,0.642,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,,FigS2_Benchmark_Heterogeneity,Results R6;Limitations;Appendix,predictive_metric_3_decimal_places,true
AP,Success|benchmark=workarena,0.67478249870682472,0.675,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,,FigS2_Benchmark_Heterogeneity,Results R6;Limitations;Appendix,predictive_metric_3_decimal_places,true
AP,Looping|benchmark=assistantbench,0.71268539178793511,0.713,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,,FigS2_Benchmark_Heterogeneity,Results R6;Limitations;Appendix,predictive_metric_3_decimal_places,true
AP,Looping|benchmark=visualwebarena,0.86925485267751856,0.869,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,,FigS2_Benchmark_Heterogeneity,Results R6;Limitations;Appendix,predictive_metric_3_decimal_places,true
AP,Looping|benchmark=webarena,0.93054123427050739,0.931,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,,FigS2_Benchmark_Heterogeneity,Results R6;Limitations;Appendix,predictive_metric_3_decimal_places,true
AP,Looping|benchmark=workarena,0.96316920731113065,0.963,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,,FigS2_Benchmark_Heterogeneity,Results R6;Limitations;Appendix,predictive_metric_3_decimal_places,true
AP,Side Effect|benchmark=assistantbench,0.044366133550194274,0.044,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,,FigS2_Benchmark_Heterogeneity,Results R6;Limitations;Appendix,predictive_metric_3_decimal_places,true
AP,Side Effect|benchmark=visualwebarena,0.13641754238732393,0.136,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,,FigS2_Benchmark_Heterogeneity,Results R6;Limitations;Appendix,predictive_metric_3_decimal_places,true
AP,Side Effect|benchmark=webarena,0.10240745247563374,0.102,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,,FigS2_Benchmark_Heterogeneity,Results R6;Limitations;Appendix,predictive_metric_3_decimal_places,true
AP,Side Effect|benchmark=workarena,0.11650994453207834,0.117,artifacts/a2_3_table_4_benchmark_heterogeneity.csv,,FigS2_Benchmark_Heterogeneity,Results R6;Limitations;Appendix,predictive_metric_3_decimal_places,true
